template,count,percentage,samples,suggested,confidence,label,notes
"<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ""<*>""",3,0.15,"[""2017-07-04 15:03:53.270 GoogleSoftwareUpdateAgent[35018/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: \""https://tools.google.com/service/update2?cup2hreq=a70d6372a4e45a6cbba61cd7f057c79bf73c79db1b1951dc17c605e870f0419b&cup2key=7:934679018\"""", ""2017-07-05 10:52:15.982 GoogleSoftwareUpdateAgent[35861/0x700000323000] [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: \""https://tools.google.com/service/update2?cup2hreq=d297a7e5b56d6bd4faa75860fff6e485c301bf4e943a561afff6c8b3707ce948&cup2key=7:2988503627\"""", ""2017-07-06 14:57:16.661 GoogleSoftwareUpdateAgent[37059/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: \""https://tools.google.com/service/update2?cup2hreq=37fbcb7ab6829be04567976e3212d7a67627aef11546f8b7013d4cffaf51f739&cup2key=7:4200177539\""""]",0,high,0,Auto-labeled (high confidence)
[HID] [MT] AppleMultitouchDevice::willTerminate entered,3,0.15,"[""[HID] [MT] AppleMultitouchDevice::willTerminate entered"", ""[HID] [MT] AppleMultitouchDevice::willTerminate entered"", ""[HID] [MT] AppleMultitouchDevice::willTerminate entered""]",0,high,0,Auto-labeled (high confidence)
Captive: [CNInfoNetworkActive:<*>] en0: SSID 'CalVisitor' making interface primary (cache indicates network not captive),3,0.15,"[""Captive: [CNInfoNetworkActive:1748] en0: SSID 'CalVisitor' making interface primary (cache indicates network not captive)"", ""Captive: [CNInfoNetworkActive:1748] en0: SSID 'CalVisitor' making interface primary (cache indicates network not captive)"", ""Captive: [CNInfoNetworkActive:1748] en0: SSID 'CalVisitor' making interface primary (cache indicates network not captive)""]",0,high,0,Auto-labeled (high confidence)
"DB Error: <*> ""no such table: tb_<*>_<*>""",3,0.15,"[""DB Error: 1 \""no such table: tb_c2cMsg_2658655094\"""", ""DB Error: 1 \""no such table: tb_c2cMsg_2658655094\"""", ""DB Error: 1 \""no such table: tb_c2cMsg_2909288299\""""]",0,high,0,Auto-labeled (high confidence)
Peripheral manager is not powered on,3,0.15,"[""Peripheral manager is not powered on"", ""Peripheral manager is not powered on"", ""Peripheral manager is not powered on""]",0,high,0,Auto-labeled (high confidence)
mDNS_DeregisterInterface: Frequent transitions for interface en0 (<*>),3,0.15,"[""mDNS_DeregisterInterface: Frequent transitions for interface en0 (2607:F140:6000:0008:C6B3:01FF:FECD:467F)"", ""mDNS_DeregisterInterface: Frequent transitions for interface en0 (10.142.110.44)"", ""mDNS_DeregisterInterface: Frequent transitions for interface en0 (10.105.162.32)""]",0,high,0,Auto-labeled (high confidence)
**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- <*> ****,3,0.15,"[""**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- 0x6000 ****"", ""**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- 0x3800 ****"", ""**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- 0x8800 ****""]",0,high,0,Auto-labeled (high confidence)
tcp_connection_destination_perform_socket_connect <*> connectx to <*>:<*>@<*> failed: [<*>] Network is down,3,0.15,"[""tcp_connection_destination_perform_socket_connect 19110 connectx to 183.57.48.75:80@0 failed: [50] Network is down"", ""tcp_connection_destination_perform_socket_connect 44073 connectx to 123.125.50.30:143@0 failed: [50] Network is down"", ""tcp_connection_destination_perform_socket_connect 45238 connectx to 123.125.50.30:993@0 failed: [50] Network is down""]",0,high,0,Auto-labeled (high confidence)
[<*>:<*>:<*>.<*>] <<<< CRABS >>>> crabsFlumeHostAvailable: [<*>] Byte flume reports host available again.,3,0.15,"[""[09:21:58.929] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again."", ""[10:13:05.044] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again."", ""[17:22:36.133] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.""]",0,high,0,Auto-labeled (high confidence)
CGXDisplayDidWakeNotification [<*>]: posting kCGSDisplayDidWake,3,0.15,"[""CGXDisplayDidWakeNotification [712572581805245]: posting kCGSDisplayDidWake"", ""CGXDisplayDidWakeNotification [723587602857832]: posting kCGSDisplayDidWake"", ""CGXDisplayDidWakeNotification [771797848593539]: posting kCGSDisplayDidWake""]",0,high,0,Auto-labeled (high confidence)
mDNS_RegisterInterface: Frequent transitions for interface en0 (<*>),3,0.15,"[""mDNS_RegisterInterface: Frequent transitions for interface en0 (FE80:0000:0000:0000:C6B3:01FF:FECD:467F)"", ""mDNS_RegisterInterface: Frequent transitions for interface en0 (FE80:0000:0000:0000:C6B3:01FF:FECD:467F)"", ""mDNS_RegisterInterface: Frequent transitions for interface en0 (FE80:0000:0000:0000:C6B3:01FF:FECD:467F)""]",0,high,0,Auto-labeled (high confidence)
"CCFile::captureLog Received Capture notice id: <*>, reason = AssocFail:sts:<NUM>_rsn:<NUM>",3,0.15,"[""CCFile::captureLog Received Capture notice id: 1499192921.020010, reason = AssocFail:sts:5_rsn:0"", ""CCFile::captureLog Received Capture notice id: 1499469856.145137, reason = AssocFail:sts:2_rsn:0"", ""CCFile::captureLog Received Capture notice id: 1499518522.558304, reason = AssocFail:sts:2_rsn:0""]",0,high,0,Auto-labeled (high confidence)
"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of <*> bytes @ <*> took <*>.<*> <*> to complete, <*> reads >= <*> sec.",3,0.15,"[""<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of 4812 bytes @ 358800 took 1.053312 secs. to complete, 5 reads >= 1 sec."", ""<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of 4321 bytes @ 48 took 0.607292 sec. to complete, 7 reads >= 0.5 sec."", ""<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of 21335 bytes @ 5481561 took 0.501237 sec. to complete, 16 reads >= 0.5 sec.""]",0,high,0,Auto-labeled (high confidence)
network changed: DNS* Proxy,3,0.15,"[""network changed: DNS* Proxy"", ""network changed: DNS* Proxy"", ""network changed: DNS* Proxy""]",0,high,0,Auto-labeled (high confidence)
"device_generate_desktop_screenshot: authw <*>(<*>), shield <*>(<*>)",3,0.15,"[""device_generate_desktop_screenshot: authw 0x7fa823c89600(2000), shield 0x7fa8258cac00(2001)"", ""device_generate_desktop_screenshot: authw 0x7fa823c89600(2000), shield 0x7fa8258cac00(2001)"", ""device_generate_desktop_screenshot: authw 0x7fa82407ea00(2000), shield 0x7fa82435f400(2001)""]",0,high,0,Auto-labeled (high confidence)
Wake reason: ARPT (Network),3,0.15,"[""Wake reason: ARPT (Network)"", ""Wake reason: ARPT (Network)"", ""Wake reason: ARPT (Network)""]",0,high,0,Auto-labeled (high confidence)
"polled file major <*>, minor <*>, blocksize <*>, pollers <*>",3,0.15,"[""polled file major 1, minor 0, blocksize 4096, pollers 5"", ""polled file major 1, minor 0, blocksize 4096, pollers 5"", ""polled file major 1, minor 0, blocksize 4096, pollers 5""]",0,high,0,Auto-labeled (high confidence)
assertion failed: <*> [<*>-<*>-<*>-<*>-<*>]: <*>,3,0.15,"[""assertion failed: 15G1510: com.apple.telemetry + 38574 [10D2E324-788C-30CC-A749-55AE67AEC7BC]: 0x7fc235807b90"", ""assertion failed: 15G1510: com.apple.telemetry + 38574 [10D2E324-788C-30CC-A749-55AE67AEC7BC]: 0x7fc235807b90"", ""assertion failed: 15G1510: com.apple.telemetry + 38574 [10D2E324-788C-30CC-A749-55AE67AEC7BC]: 0x7fc235807b90""]",1,high,1,Auto-labeled (high confidence)
network changed: <*>(<*>) DNS- Proxy-,3,0.15,"[""network changed: v6(en0-:2607:f140:6000:8:d8d1:d506:6046:43e4) DNS- Proxy-"", ""network changed: v4(en0-:10.105.162.105) v6(en0-:2607:f140:6000:8:c6b3:1ff:fecd:467f) DNS- Proxy-"", ""network changed: v6(en0-:2607:f140:6000:8:c6b3:1ff:fecd:467f) DNS- Proxy-""]",0,high,0,Auto-labeled (high confidence)
"CCLogTap::profileRemoved, Owner: com.apple.iokit.<*>, Name: <*>",3,0.15,"[""CCLogTap::profileRemoved, Owner: com.apple.iokit.IO80211Family, Name: OneStats"", ""CCLogTap::profileRemoved, Owner: com.apple.iokit.IO80211Family, Name: IO80211AWDLPeerManager"", ""CCLogTap::profileRemoved, Owner: com.apple.iokit.IO80211Family, Name: IO80211AWDLPeerManager""]",0,high,0,Auto-labeled (high confidence)
"Opened file <*>, size <*>, extents <*>, maxio <*> ssd <*>",3,0.15,"[""Opened file /var/log/SleepWakeStacks.bin, size 172032, extents 1, maxio 2000000 ssd 1"", ""Opened file /var/log/SleepWakeStacks.bin, size 172032, extents 1, maxio 2000000 ssd 1"", ""Opened file /var/vm/sleepimage, size 1073741824, extents 3, maxio 2000000 ssd 1""]",0,high,0,Auto-labeled (high confidence)
<*>-<*>-<*> <*>:<*>:<*>.<*> ksfetch[<*>/<*>] [lvl=<*>] KSHelperReceiveAllData() KSHelperTool read <*> bytes from stdin.,3,0.15,"[""2017-07-02 20:50:47.457 ksfetch[32776/0x7fff79824000] [lvl=2] KSHelperReceiveAllData() KSHelperTool read 1926 bytes from stdin."", ""2017-07-06 14:57:16.261 ksfetch[37061/0x7fff79824000] [lvl=2] KSHelperReceiveAllData() KSHelperTool read 1999 bytes from stdin."", ""2017-07-07 10:54:41.296 ksfetch[37925/0x7fff79824000] [lvl=2] KSHelperReceiveAllData() KSHelperTool read 1926 bytes from stdin.""]",0,high,0,Auto-labeled (high confidence)
"device_generate_lock_screen_screenshot: authw <*>(<*>)[<*>, <*>, <*>, <*>] shield <*>(<*>), dev [<*>,<*>]",3,0.15,"[""device_generate_lock_screen_screenshot: authw 0x7fa823962400(2000)[0, 0, 1440, 900] shield 0x7fa82d372000(2001), dev [1440,900]"", ""device_generate_lock_screen_screenshot: authw 0x7fa824145a00(2000)[0, 0, 1440, 900] shield 0x7fa825dafc00(2001), dev [1440,900]"", ""device_generate_lock_screen_screenshot: authw 0x7fa82502bc00(2000)[0, 0, 0, 0] shield 0x7fa823930c00(2001), dev [1440,900]""]",0,high,0,Auto-labeled (high confidence)
"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}",3,0.15,"[""PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1009 \""The Internet connection appears to be offline.\"" UserInfo={NSUnderlyingError=0x7fe13512cf70 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 \""The Internet connection appears to be offline.\"" UserInfo={NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}"", ""PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1009 \""The Internet connection appears to be offline.\"" UserInfo={NSUnderlyingError=0x7fe13530fc60 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 \""The Internet connection appears to be offline.\"" UserInfo={NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}"", ""PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1009 \""The Internet connection appears to be offline.\"" UserInfo={NSUnderlyingError=0x7fb7f0035dc0 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 \""The Internet connection appears to be offline.\"" UserInfo={NSErrorFailingURLStringKey=https://gs-loc.apple.com/clls/wloc, NSErrorFailingURLKey=https://gs-loc.apple.com/clls/wloc, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://gs-loc.apple.com/clls/wloc, NSErrorFailingURLKey=https://gs-loc.apple.com/clls/wloc, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}""]",0,high,0,Auto-labeled (high confidence)
"ARPT: <*>.<*>: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': <*>,",3,0.15,"[""ARPT: 661552.832561: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,"", ""ARPT: 712997.981881: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,"", ""ARPT: 770226.223664: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,""]",1,high,1,Auto-labeled (high confidence)
"IOPMrootDomain: idle cancel, state <*>",3,0.15,"[""IOPMrootDomain: idle cancel, state 1"", ""IOPMrootDomain: idle cancel, state 1"", ""IOPMrootDomain: idle cancel, state 1""]",0,high,0,Auto-labeled (high confidence)
wake time set <*> s,3,0.15,"[""wake time set +0.270003 s"", ""wake time set -0.331349 s"", ""wake time set -0.855670 s""]",0,high,0,Auto-labeled (high confidence)
mDNS_DeregisterInterface: Frequent transitions for interface awdl0 (<*>),2,0.1,"[""mDNS_DeregisterInterface: Frequent transitions for interface awdl0 (FE80:0000:0000:0000:D8A5:90FF:FEF5:7FFF)"", ""mDNS_DeregisterInterface: Frequent transitions for interface awdl0 (FE80:0000:0000:0000:D8A5:90FF:FEF5:7FFF)""]",0,high,0,Auto-labeled (high confidence)
"CCDataTap::profileRemoved, Owner: <*>, Name: <*>",2,0.1,"[""CCDataTap::profileRemoved, Owner: com.apple.driver.AirPort.Brcm4360.0, Name: StateSnapshots"", ""CCDataTap::profileRemoved, Owner: com.apple.iokit.IO80211Family, Name: AssociationEventHistory""]",0,high,0,Auto-labeled (high confidence)
"Unable to simultaneously satisfy constraints: ( ""<NSLayoutConstraint:<*> H:[NSImageView:<*>(<*>)]>"", ""<NSLayoutConstraint:<*> H:|-(<*>)-[NSImageView:<*>]   (Names: PageItemCell:<*>, '|':PageItemCell:<*> )>"", ""<NSLayoutConstraint:<*> 'NSView-Encapsulated-Layout-Width' H:[PageItemCell(<*>)]   (Names: PageItemCell:<*> )>"", ""<NSLayoutConstraint:<*> H:[NSImageView:<*>]-(<*>)-[NSTextField:<*>]>"", ""<NSLayoutConstraint:<*> H:[NSTextField:<*>]-(<*>)-|   (Names: PageItemCell:<*>, '|':PageItemCell:<*> )>"", ""<NSLayoutConstraint:<*> H:[NSTextField:<*>]-(>=NSSpace(<*>))-[NSTextField:<*>]>"" )  Will attempt to recover by breaking constraint <NSLayoutConstraint:<*> H:[NSImageView:<*>(<*>)]>  Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens.  And/or, break on objc_exception_throw to catch this in the debugger.",2,0.1,"[""Unable to simultaneously satisfy constraints: ( \""<NSLayoutConstraint:0x7f8efa7db140 H:[NSImageView:0x7f8efa7db900(38)]>\"", \""<NSLayoutConstraint:0x7f8efa7cbe00 H:|-(14)-[NSImageView:0x7f8efa7db900]   (Names: PageItemCell:0x7f8efa7cb450, '|':PageItemCell:0x7f8efa7cb450 )>\"", \""<NSLayoutConstraint:0x7f8f17556f20 'NSView-Encapsulated-Layout-Width' H:[PageItemCell(73)]   (Names: PageItemCell:0x7f8efa7cb450 )>\"", \""<NSLayoutConstraint:0x7f8efa7dc1c0 H:[NSImageView:0x7f8efa7db900]-(10)-[NSTextField:0x7f8efa7da9a0]>\"", \""<NSLayoutConstraint:0x7f8efa7cbf70 H:[NSTextField:0x7f8f02f1da90]-(14)-|   (Names: PageItemCell:0x7f8efa7cb450, '|':PageItemCell:0x7f8efa7cb450 )>\"", \""<NSLayoutConstraint:0x7f8efa7dc350 H:[NSTextField:0x7f8efa7da9a0]-(>=NSSpace(8))-[NSTextField:0x7f8f02f1da90]>\"" )  Will attempt to recover by breaking constraint <NSLayoutConstraint:0x7f8efa7db140 H:[NSImageView:0x7f8efa7db900(38)]>  Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens.  And/or, break on objc_exception_throw to catch this in the debugger."", ""Unable to simultaneously satisfy constraints: ( \""<NSLayoutConstraint:0x7f8efb89e920 H:[NSImageView:0x7f8efb89d5d0(38)]>\"", \""<NSLayoutConstraint:0x7f8efb89aac0 H:|-(14)-[NSImageView:0x7f8efb89d5d0]   (Names: PageItemCell:0x7f8efb898930, '|':PageItemCell:0x7f8efb898930 )>\"", \""<NSLayoutConstraint:0x7f8f071a6c20 'NSView-Encapsulated-Layout-Width' H:[PageItemCell(73)]   (Names: PageItemCell:0x7f8efb898930 )>\"", \""<NSLayoutConstraint:0x7f8efb89d8a0 H:[NSImageView:0x7f8efb89d5d0]-(10)-[NSTextField:0x7f8efb89d250]>\"", \""<NSLayoutConstraint:0x7f8efb8980e0 H:[NSTextField:0x7f8efb89e7a0]-(14)-|   (Names: PageItemCell:0x7f8efb898930, '|':PageItemCell:0x7f8efb898930 )>\"", \""<NSLayoutConstraint:0x7f8efb89ba20 H:[NSTextField:0x7f8efb89d250]-(>=NSSpace(8))-[NSTextField:0x7f8efb89e7a0]>\"" )  Will attempt to recover by breaking constraint <NSLayoutConstraint:0x7f8efb89e920 H:[NSImageView:0x7f8efb89d5d0(38)]>  Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens.  And/or, break on objc_exception_throw to catch this in the debugger.""]",0,high,0,Auto-labeled (high confidence)
Unrecognized XSSimpleTypeDefinition: OneOff,2,0.1,"[""Unrecognized XSSimpleTypeDefinition: OneOff"", ""Unrecognized XSSimpleTypeDefinition: OneOff""]",0,high,0,Auto-labeled (high confidence)
ARPT: <*>.<*>: ARPT: Wake Reason: Wake on TCP Timeout,2,0.1,"[""ARPT: 673325.798753: ARPT: Wake Reason: Wake on TCP Timeout"", ""ARPT: 698501.213099: ARPT: Wake Reason: Wake on TCP Timeout""]",0,high,0,Auto-labeled (high confidence)
<*>:<*>:<*>.<*> : BTLE scanning stopped,2,0.1,"[""01:42:26.004 : BTLE scanning stopped"", ""03:31:43.005 : BTLE scanning stopped""]",0,high,0,Auto-labeled (high confidence)
<*>:<*>:<*>.<*> : Purged contact hashes,2,0.1,"[""06:57:52.002 : Purged contact hashes"", ""11:07:29.673 : Purged contact hashes""]",0,high,0,Auto-labeled (high confidence)
"hibernate_alloc_pages act <*>, inact <*>, anon <*>, throt <*>, spec <*>, wire <*>, wireinit <*>",2,0.1,"[""hibernate_alloc_pages act 173850, inact 24957, anon 891, throt 0, spec 73492, wire 527143, wireinit 39927"", ""hibernate_alloc_pages act 107794, inact 10088, anon 460, throt 0, spec 58021, wire 572831, wireinit 39927""]",0,high,0,Auto-labeled (high confidence)
Session <*> destroyed,2,0.1,"[""Session 101800 destroyed"", ""Session 102106 destroyed""]",0,high,0,Auto-labeled (high confidence)
<*>:<*>:<*>.<*> : BTLE scanning started,2,0.1,"[""07:33:34.878 : BTLE scanning started"", ""00:03:36.715 : BTLE scanning started""]",0,high,0,Auto-labeled (high confidence)
hibernate_teardown_pmap_structs done: last_valid_compact_indx <*>,2,0.1,"[""hibernate_teardown_pmap_structs done: last_valid_compact_indx 282563"", ""hibernate_teardown_pmap_structs done: last_valid_compact_indx 315096""]",0,high,0,Auto-labeled (high confidence)
"<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'com.google.Keystone'.",2,0.1,"[""2017-07-02 15:46:40.697 GoogleSoftwareUpdateAgent[32432/0x7000002a0000] [lvl=2] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'com.google.Keystone'."", ""2017-07-06 00:30:37.071 GoogleSoftwareUpdateAgent[36436/0x7000002a0000] [lvl=2] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'com.google.Keystone'.""]",0,high,0,Auto-labeled (high confidence)
<*>-<*>-<*> <*>:<*>:<*>.<*> ksfetch[<*>/<*>] [lvl=<*>] main() ksfetch fetching URL (<NSMutableURLRequest: <*>> { URL: <*> }) to folder:<*>,2,0.1,"[""2017-07-02 15:46:41.445 ksfetch[32435/0x7fff79824000] [lvl=2] main() ksfetch fetching URL (<NSMutableURLRequest: 0x1005110b0> { URL: https://tools.google.com/service/update2?cup2hreq=53f725cf03f511fab16f19e789ce64aa1eed72395fc246e9f1100748325002f4&cup2key=7:1132320327 }) to folder:/tmp/KSOutOfProcessFetcher.YH2CjY1tnx/download"", ""2017-07-06 09:24:14.417 ksfetch[36728/0x7fff79824000] [lvl=2] main() ksfetch fetching URL (<NSMutableURLRequest: 0x100602220> { URL: https://tools.google.com/service/update2?cup2hreq=f5e83ec64ff3fc5533a3c206134a6517e274f9e1cb53df857e15049b6e4c9f8e&cup2key=7:1721929288 }) to folder:/tmp/KSOutOfProcessFetcher.aPWod5QMh1/download""]",0,high,0,Auto-labeled (high confidence)
hibernate image path: <*>,2,0.1,"[""hibernate image path: /var/vm/sleepimage"", ""hibernate image path: /var/vm/sleepimage""]",0,high,0,Auto-labeled (high confidence)
[<*>:<*>:<*>.<*>] <<<< CRABS >>>> crabsFlumeHostUnavailable: [<*>] Byte flume reports host unavailable.,2,0.1,"[""[16:25:45.631] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable."", ""[18:56:23.837] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.""]",0,high,0,Auto-labeled (high confidence)
hibernate_setup(<*>) took <*> ms,2,0.1,"[""hibernate_setup(0) took 4429 ms"", ""hibernate_setup(0) took 8471 ms""]",0,high,0,Auto-labeled (high confidence)
hibernate_machine_init reading,2,0.1,"[""hibernate_machine_init reading"", ""hibernate_machine_init reading""]",0,high,0,Auto-labeled (high confidence)
"hibernate_machine_init pagesDone <*> sum2 <*>, time: <*> ms, disk(<*>) <*> Mb/s, comp bytes: <*> time: <*> ms <*> Mb/s, crypt bytes: <*> time: <*> ms <*> Mb/s",2,0.1,"[""hibernate_machine_init pagesDone 455920 sum2 81cafc41, time: 185 ms, disk(0x20000) 847 Mb/s, comp bytes: 47288320 time: 32 ms 1369 Mb/s, crypt bytes: 158441472 time: 38 ms 3973 Mb/s"", ""hibernate_machine_init pagesDone 451550 sum2 4886d9d9, time: 197 ms, disk(0x20000) 799 Mb/s, comp bytes: 40017920 time: 27 ms 1412 Mb/s, crypt bytes: 160550912 time: 39 ms 3904 Mb/s""]",0,high,0,Auto-labeled (high confidence)
hibernate_flush_memory: buffer_cache_gc freed up <*> wired pages,2,0.1,"[""hibernate_flush_memory: buffer_cache_gc freed up 13202 wired pages"", ""hibernate_flush_memory: buffer_cache_gc freed up 3349 wired pages""]",0,high,0,Auto-labeled (high confidence)
**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- <*> -- <*> -- <*> ****,2,0.1,"[""**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- 0x5fd0 -- 0x9a00 -- 0x6800 ****"", ""**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- 0x5fd0 -- 0x9a00 -- 0xc800 ****""]",0,high,0,Auto-labeled (high confidence)
INIT -- Host controller is published,2,0.1,"[""INIT -- Host controller is published"", ""INIT -- Host controller is published""]",0,medium,0,
<*>:<*>:<*>.<*> : Starting AirDrop server for user <*> on wake,2,0.1,"[""13:55:56.094 : Starting AirDrop server for user 501 on wake"", ""17:13:03.545 : Starting AirDrop server for user 501 on wake""]",0,high,0,Auto-labeled (high confidence)
"Unexpected payload found for message <*>, dataLen <*>",2,0.1,"[""Unexpected payload found for message 9, dataLen 0"", ""Unexpected payload found for message 9, dataLen 0""]",0,high,2,Auto-labeled (high confidence)
