LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source
1165,03-17,16:15:27.175,2626,2809,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,0,normal,Android_2k
1166,03-17,16:15:27.175,2626,2809,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false,0,normal,Android_2k
1167,03-17,16:15:27.179,1702,3137,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k
1168,03-17,16:15:27.179,1702,3137,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",E11,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",0,normal,Android_2k
1169,03-17,16:15:27.188,1702,17630,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k
1170,03-17,16:15:27.188,1702,17630,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E109,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",0,normal,Android_2k
1171,03-17,16:15:27.189,1702,3693,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k
1172,03-17,16:15:27.190,1702,3693,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",E11,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",0,normal,Android_2k
1173,03-17,16:15:27.198,1702,17632,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k
1174,03-17,16:15:27.198,1702,17632,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E109,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",0,normal,Android_2k
1175,03-17,16:15:27.236,2626,2838,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,0,normal,Android_2k
1176,03-17,16:15:27.237,2626,2838,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false,0,normal,Android_2k
1177,03-17,16:15:27.269,1702,1737,W,ActivityManager,getRunningAppProcesses: caller 10027 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,0,normal,Android_2k
1178,03-17,16:15:27.270,1702,2558,W,ActivityManager,getRunningAppProcesses: caller 10027 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,0,normal,Android_2k
1179,03-17,16:15:27.283,2626,8682,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,0,normal,Android_2k
1180,03-17,16:15:27.284,2626,8682,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false,0,normal,Android_2k
1181,03-17,16:15:27.305,2626,2808,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,0,normal,Android_2k
1182,03-17,16:15:27.305,2626,2808,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false,0,normal,Android_2k
1183,03-17,16:15:27.628,1702,2107,W,ActivityManager,getRunningAppProcesses: caller 10027 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,0,normal,Android_2k
1184,03-17,16:15:27.828,1702,2107,I,DisplayManagerService,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested=false,E147,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested=false,0,normal,Android_2k
1185,03-17,16:15:27.828,1702,2107,I,DisplayManagerService,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount=0,E146,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount=<*>,0,normal,Android_2k
1186,03-17,16:15:27.829,1702,27365,D,ActivityManager,cleanUpApplicationRecord -- 13094,E36,cleanUpApplicationRecord -- <*>,0,normal,Android_2k
1187,03-17,16:15:27.830,1702,27365,I,ActivityManager,"cleanUpApplicationRecordLocked, pid: 13094, restart: false",E37,"cleanUpApplicationRecordLocked, pid: <*>, restart: false",0,normal,Android_2k
1188,03-17,16:15:27.830,1702,27365,I,ActivityManager,"cleanUpApplicationRecordLocked, reset pid: 13094, euid: 0",E38,"cleanUpApplicationRecordLocked, reset pid: <*>, euid: <*>",0,normal,Android_2k
1189,03-17,16:15:28.099,2626,8682,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,0,normal,Android_2k
1190,03-17,16:15:28.100,2626,8682,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false,0,normal,Android_2k
1191,03-17,16:15:28.488,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,0,normal,Android_2k
1192,03-17,16:15:28.489,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,0,normal,Android_2k
1193,03-17,16:15:28.489,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",0,normal,Android_2k
1194,03-17,16:15:28.790,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,0,normal,Android_2k
1195,03-17,16:15:28.790,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,0,normal,Android_2k
1196,03-17,16:15:28.790,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",0,normal,Android_2k
1197,03-17,16:15:29.091,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,0,normal,Android_2k
1198,03-17,16:15:29.091,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,0,normal,Android_2k
1199,03-17,16:15:29.091,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",0,normal,Android_2k
1200,03-17,16:15:29.173,2626,2643,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,0,normal,Android_2k
1201,03-17,16:15:29.173,2626,2643,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false,0,normal,Android_2k
1202,03-17,16:15:29.392,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,0,normal,Android_2k
1203,03-17,16:15:29.392,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,0,normal,Android_2k
1204,03-17,16:15:29.392,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",0,normal,Android_2k
1205,03-17,16:15:29.694,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,0,normal,Android_2k
1206,03-17,16:15:29.694,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,0,normal,Android_2k
1207,03-17,16:15:29.694,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",0,normal,Android_2k
1208,03-17,16:15:29.995,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,0,normal,Android_2k
1209,03-17,16:15:29.995,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,0,normal,Android_2k
1210,03-17,16:15:29.995,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",0,normal,Android_2k
1211,03-17,16:15:30.026,1702,3694,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,0,normal,Android_2k
1212,03-17,16:15:30.297,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,0,normal,Android_2k
1213,03-17,16:15:30.297,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,0,normal,Android_2k
1214,03-17,16:15:30.297,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",0,normal,Android_2k
1215,03-17,16:15:30.599,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,0,normal,Android_2k
1216,03-17,16:15:30.599,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,0,normal,Android_2k
1217,03-17,16:15:30.599,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",0,normal,Android_2k
1218,03-17,16:15:30.902,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,0,normal,Android_2k
1219,03-17,16:15:30.903,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,0,normal,Android_2k
1220,03-17,16:15:30.903,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",0,normal,Android_2k
1221,03-17,16:15:31.202,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,0,normal,Android_2k
1222,03-17,16:15:31.202,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,0,normal,Android_2k
1223,03-17,16:15:31.202,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",0,normal,Android_2k
1224,03-17,16:15:32.289,1702,3693,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,0,normal,Android_2k
1225,03-17,16:15:33.396,1702,2558,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =121",E33,"cancelNotificationWithTag pid <*>,uid = <*>,tag = null,pkg =<*>,id =<*>",0,normal,Android_2k
1226,03-17,16:15:33.396,1702,1702,I,NotificationManager,"cancelNotification,index:-1",E29,"cancelNotification,index:<*>",0,normal,Android_2k
1227,03-17,16:15:33.398,1702,3137,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =119",E33,"cancelNotificationWithTag pid <*>,uid = <*>,tag = null,pkg =<*>,id =<*>",0,normal,Android_2k
1228,03-17,16:15:33.398,1702,1702,I,NotificationManager,"cancelNotification,index:-1",E29,"cancelNotification,index:<*>",0,normal,Android_2k
1229,03-17,16:15:33.419,1702,8290,I,NotificationManager,enqueueNotificationInternal: pkg=com.tencent.mobileqq id=121 notification=Notification(pri=1 contentView=null vibrate=[100] sound=null tick defaults=0x0 flags=0x11 color=0x00000000 vis=PRIVATE),E46,enqueueNotificationInternal: pkg=<*> id=<*> notification=Notification(pri=<*> contentView=null vibrate=[<*>] sound=null tick defaults=<*> flags=<*> color=<*> vis=PRIVATE),0,normal,Android_2k
1230,03-17,16:15:33.424,1702,1702,I,NotificationManager,enqueueNotificationInternal: n.getKey = 0|com.tencent.mobileqq|121|null|10111,E44,enqueueNotificationInternal: n.getKey = <*>,0,normal,Android_2k
1231,03-17,16:15:33.426,28601,29239,V,AudioManager,getRingerMode...,E57,getRingerMode...,0,normal,Android_2k
1232,03-17,16:15:33.427,1702,1702,I,NotificationManager,"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?false",E160,"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?false",0,normal,Android_2k
1233,03-17,16:15:33.427,1702,1702,I,NotificationManager,"updateLightsLocked,turn off notificationLight",E162,"updateLightsLocked,turn off notificationLight",0,normal,Android_2k
1234,03-17,16:15:33.438,2227,2227,I,PhoneStatusBar,addNotification key=0|com.tencent.mobileqq|121|null|10111,E17,addNotification key=<*>|<*>|<*>|null|<*>,0,normal,Android_2k
1235,03-17,16:15:33.524,2227,2227,I,PanelView,mHeadsUpExistenceChangedRunnable,E81,mHeadsUpExistenceChangedRunnable,0,normal,Android_2k
1236,03-17,16:15:33.527,2227,2227,D,PhoneStatusBar,disable: < expand ICONS* alerts SYSTEM_INFO* back home recent clock navigationbar search quick_settings >,E43,disable: < expand ICONS* alerts SYSTEM_INFO* back home recent clock navigationbar search quick_settings >,0,normal,Android_2k
1237,03-17,16:15:33.527,2227,2227,I,PhoneStatusBar,suspendAutohide,E148,suspendAutohide,0,normal,Android_2k
1238,03-17,16:15:33.529,2227,2227,I,PhoneStatusBar,"updateNotificationShade: total=0, active=0",E163,"updateNotificationShade: total=<*>, active=<*>",0,normal,Android_2k
1239,03-17,16:15:33.529,2227,2227,I,PhoneStatusBar,removeNotificationChildren,E112,removeNotificationChildren,0,normal,Android_2k
1240,03-17,16:15:33.530,2227,2227,I,PhoneStatusBar,"updateNotificationShade: total=1, active=1",E163,"updateNotificationShade: total=<*>, active=<*>",0,normal,Android_2k
1241,03-17,16:15:33.530,2227,2227,I,PhoneStatusBar,removeNotificationChildren,E112,removeNotificationChildren,0,normal,Android_2k
1242,03-17,16:15:33.530,1702,2113,I,NotificationManager,Marking notification as seen 0|com.tencent.mobileqq|121|null|10111,E80,Marking notification as seen <*>|<*>|<*>|null|<*>,0,normal,Android_2k
1243,03-17,16:15:33.533,1702,17621,I,NotificationManager,onNotificationExpansionChanged called,E90,onNotificationExpansionChanged called,0,normal,Android_2k
1244,03-17,16:15:33.554,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-429.0",E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",0,normal,Android_2k
1245,03-17,16:15:33.554,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false,E157,updateDimmedActivatedHideSensitive overlap:false,0,normal,Android_2k
1246,03-17,16:15:33.652,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-497.0",E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",0,normal,Android_2k
1247,03-17,16:15:33.652,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false,E157,updateDimmedActivatedHideSensitive overlap:false,0,normal,Android_2k
1248,03-17,16:15:33.691,1702,1736,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,0,normal,Android_2k
1249,03-17,16:15:34.294,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-497.0",E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",0,normal,Android_2k
1250,03-17,16:15:34.294,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false,E157,updateDimmedActivatedHideSensitive overlap:false,0,normal,Android_2k
1251,03-17,16:15:34.297,2227,2318,I,PhoneStatusBar,logNotificationVisibilityChanges runInThread start,E77,logNotificationVisibilityChanges runInThread start,0,normal,Android_2k
1252,03-17,16:15:34.298,1702,14640,I,NotificationManager,onNotificationVisibilityChanged called,E91,onNotificationVisibilityChanged called,0,normal,Android_2k
1253,03-17,16:15:34.299,2227,2318,I,PhoneStatusBar,logNotificationVisibilityChanges runInThread over,E76,logNotificationVisibilityChanges runInThread over,1,security_anomaly,Android_2k
1254,03-17,16:15:35.413,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,0,normal,Android_2k
1255,03-17,16:15:35.414,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,0,normal,Android_2k
1256,03-17,16:15:35.414,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",0,normal,Android_2k
1257,03-17,16:15:36.842,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261961476, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",0,normal,Android_2k
1258,03-17,16:15:36.843,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k
1259,03-17,16:15:36.912,3714,3714,V,AudioManager,playSoundEffect   effectType: 0,E99,playSoundEffect   effectType: <*>,0,normal,Android_2k
1260,03-17,16:15:36.912,3714,3714,V,AudioManager,querySoundEffectsEnabled...,E102,querySoundEffectsEnabled...,0,normal,Android_2k
1261,03-17,16:15:36.921,1702,2113,I,ActivityManager,"START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.example.android.notepad/.NotePadActivity bnds=[8,820][184,1011]} from uid 10057 on display 0",E139,START u0 {act=<*> cat=[<*>] flg=<*> cmp=<*> bnds=<*>} from uid <*> on display <*>,0,normal,Android_2k
1262,03-17,16:15:36.922,1702,2113,I,ActivityManager,"ActivityRecord info: ActivityInfo{f39182 com.example.android.notepad.NotePadActivity}, euid: 0",E16,"ActivityRecord info: ActivityInfo{<*> <*>}, euid: <*>",0,normal,Android_2k
1263,03-17,16:15:36.937,1702,2113,D,PowerManagerService,"acquire lock=189667585, flags=0x1, tag=""*launch*"", name=android, ws=WorkSource{10020}, uid=1000, pid=1702",E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",0,normal,Android_2k
1264,03-17,16:15:36.937,1702,2113,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k
1265,03-17,16:15:36.938,1702,2113,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",E11,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",0,normal,Android_2k
1266,03-17,16:15:37.011,1702,8303,I,WindowManager,"rotationForOrientationLw(orient=-1, last=0); user=0 USER_ROTATION_LOCKED",E114,"rotationForOrientationLw(orient=<*>, last=<*>); user=<*> USER_ROTATION_LOCKED",0,normal,Android_2k
1267,03-17,16:15:37.011,1702,8303,I,WindowManager,"Application requested orientation -1, got rotation 0 which has compatible metrics",E22,"Application requested orientation <*>, got rotation <*> which has compatible metrics",0,normal,Android_2k
1268,03-17,16:15:37.077,1702,14638,I,WindowManager,The change in focus caused us to need to do a layout begin,E150,The change in focus caused us to need to do a layout begin,0,normal,Android_2k
1269,03-17,16:15:37.077,1702,14638,I,WindowManager,The change in focus caused us to need to do a layout end,E151,The change in focus caused us to need to do a layout end,0,normal,Android_2k
1270,03-17,16:15:37.078,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=80000608 mask=ffffffff oldVal=c0000700 newVal=80000608 diff=40000108 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
1271,03-17,16:15:37.079,2227,2227,I,PhoneStatusBar,cancelAutohide,E27,cancelAutohide,0,normal,Android_2k
1272,03-17,16:15:37.079,2227,2227,I,PhoneStatusBar,"notifyUiVisibilityChanged:vis=0x80000608, SystemUiVisibility=0x80000608",E84,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>",0,normal,Android_2k
1273,03-17,16:15:37.138,1702,10454,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x10804000 cmp=com.android.systemui/.recents.RecentsActivity bnds=[264,444][920,908] }",E136,"Skipping, withExcluded: false, tr.intent:Intent { flg=<*> cmp=<*> bnds=<*> }",0,normal,Android_2k
1274,03-17,16:15:37.138,1702,10454,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.MAIN flg=0x10840000 cmp=com.android.incallui/.InCallActivity (has extras) }",E134,"Skipping, withExcluded: false, tr.intent:Intent { act=<*> flg=<*> cmp=<*> (has extras) }",0,normal,Android_2k
1275,03-17,16:15:37.138,1702,10454,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x18800000 cmp=com.tencent.mm/.plugin.base.stub.WXEntryActivity (has extras) }",E135,"Skipping, withExcluded: false, tr.intent:Intent { flg=<*> cmp=<*> (has extras) }",0,normal,Android_2k
1276,03-17,16:15:37.138,1702,10454,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x10800000 cmp=com.tencent.qqmusic/.business.lockscreen.LockScreenActivity (has extras) }",E135,"Skipping, withExcluded: false, tr.intent:Intent { flg=<*> cmp=<*> (has extras) }",0,normal,Android_2k
1277,03-17,16:15:37.138,1702,10454,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=com.android.contacts.action.CHOOSE_SUB dat=tel:xxxxxxxxxxx flg=0x10808000 cmp=com.android.contacts/.ChooseSubActivity (has extras) }",E132,"Skipping, withExcluded: false, tr.intent:Intent { act=<*> dat=<*> flg=<*> cmp=<*> (has extras) }",0,normal,Android_2k
1278,03-17,16:15:37.138,1702,10454,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.VIEW dat=file:///storage/emulated/0/Tencent/QQfile_recv/b.apk typ=application/vnd.android.package-archive flg=0x10800000 cmp=com.android.packageinstaller/.PackageInstallerActivity (has extras) }",E133,"Skipping, withExcluded: false, tr.intent:Intent { act=<*> dat=<*> typ=<*> flg=<*> cmp=<*> (has extras) }",0,normal,Android_2k
1279,03-17,16:15:37.138,1702,10454,D,ActivityManager,"getRecentTasks: num=20,flags=62,totalTasks=46",E55,"getRecentTasks: num=<*>,flags=<*>,totalTasks=<*>",0,normal,Android_2k
1280,03-17,16:15:37.139,1702,10454,D,ActivityManager,getRecentTasks: topActivity=ComponentInfo{com.example.android.notepad/com.example.android.notepad.NoteEditor},E56,getRecentTasks: topActivity=ComponentInfo{<*><*>.<*>},0,normal,Android_2k
1281,03-17,16:15:37.153,1702,2639,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x10804000 cmp=com.android.systemui/.recents.RecentsActivity bnds=[264,444][920,908] }",E136,"Skipping, withExcluded: false, tr.intent:Intent { flg=<*> cmp=<*> bnds=<*> }",0,normal,Android_2k
1282,03-17,16:15:37.153,1702,2639,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.MAIN flg=0x10840000 cmp=com.android.incallui/.InCallActivity (has extras) }",E134,"Skipping, withExcluded: false, tr.intent:Intent { act=<*> flg=<*> cmp=<*> (has extras) }",0,normal,Android_2k
1283,03-17,16:15:37.153,1702,2639,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x18800000 cmp=com.tencent.mm/.plugin.base.stub.WXEntryActivity (has extras) }",E135,"Skipping, withExcluded: false, tr.intent:Intent { flg=<*> cmp=<*> (has extras) }",0,normal,Android_2k
1284,03-17,16:15:37.153,1702,2639,D,ActivityManager,"getRecentTasks: num=10,flags=62,totalTasks=46",E55,"getRecentTasks: num=<*>,flags=<*>,totalTasks=<*>",0,normal,Android_2k
1285,03-17,16:15:37.153,1702,2639,D,ActivityManager,getRecentTasks: topActivity=ComponentInfo{com.example.android.notepad/com.example.android.notepad.NoteEditor},E56,getRecentTasks: topActivity=ComponentInfo{<*><*>.<*>},0,normal,Android_2k
1286,03-17,16:15:37.178,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=40000600 mask=ffffffff oldVal=80000608 newVal=40000600 diff=c0000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
1287,03-17,16:15:37.178,2227,2227,I,PhoneStatusBar,cancelAutohide,E27,cancelAutohide,0,normal,Android_2k
1288,03-17,16:15:37.178,2227,2227,I,PhoneStatusBar,"notifyUiVisibilityChanged:vis=0x40000600, SystemUiVisibility=0x40000600",E84,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>",0,normal,Android_2k
1289,03-17,16:15:37.190,1702,8289,D,PowerManagerService,"release:lock=189667585, flg=0x0, tag=""*launch*"", name=android"", ws=WorkSource{10020}, uid=1000, pid=1702",E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",0,normal,Android_2k
1290,03-17,16:15:37.191,1702,8289,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k
