LineId,LogId,Node,Component,State,Time,Flag,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized
973,39407,gige7,gige,temperature,1104551270,1,warning,E46,warning,0,normal,HPC_2k,2005-01-01 09:17:50.000
974,39391,gige7,gige,temperature,1104545871,1,warning,E46,warning,0,normal,HPC_2k,2005-01-01 07:47:51.000
975,39355,gige3,gige,temperature,1104532022,1,normal,E31,normal,0,normal,HPC_2k,2005-01-01 03:57:02.000
976,39302,gige6,gige,temperature,1104505981,1,warning,E46,warning,0,normal,HPC_2k,2004-12-31 20:43:01.000
977,39219,gige6,gige,temperature,1104471779,1,normal,E31,normal,0,normal,HPC_2k,2004-12-31 11:12:59.000
978,39036,gige7,gige,temperature,1104388669,1,warning,E46,warning,0,normal,HPC_2k,2004-12-30 12:07:49.000
979,38659,gige6,gige,temperature,1104182576,1,warning,E46,warning,0,normal,HPC_2k,2004-12-28 02:52:56.000
980,38486,gige6,gige,temperature,1104108775,1,normal,E31,normal,0,normal,HPC_2k,2004-12-27 06:22:55.000
981,41132,gige7,gige,temperature,1104916076,1,warning,E46,warning,0,normal,HPC_2k,2005-01-05 14:37:56.000
982,41131,gige7,gige,temperature,1104915777,1,normal,E31,normal,0,normal,HPC_2k,2005-01-05 14:32:57.000
983,40791,node-71,node,temperature,1104864150,1,ambient=27,E2,ambient=<*>,0,normal,HPC_2k,2005-01-05 00:12:30.000
984,40790,gige7,gige,temperature,1104863876,1,normal,E31,normal,0,normal,HPC_2k,2005-01-05 00:07:56.000
985,40785,node-208,node,temperature,1104861840,1,ambient=33,E2,ambient=<*>,0,normal,HPC_2k,2005-01-04 23:34:00.000
986,40769,node-39,node,temperature,1104858241,1,ambient=27,E2,ambient=<*>,0,normal,HPC_2k,2005-01-04 22:34:01.000
987,40766,gige7,gige,temperature,1104857875,1,warning,E46,warning,0,normal,HPC_2k,2005-01-04 22:27:55.000
988,40705,node-169,node,temperature,1104854462,1,ambient=30,E2,ambient=<*>,0,normal,HPC_2k,2005-01-04 21:31:02.000
989,40636,node-80,node,temperature,1104852811,1,ambient=33,E2,ambient=<*>,0,normal,HPC_2k,2005-01-04 21:03:31.000
990,40559,node-174,node,temperature,1104852241,1,ambient=27,E2,ambient=<*>,0,normal,HPC_2k,2005-01-04 20:54:01.000
991,40385,gige3,gige,temperature,1104800827,1,normal,E31,normal,0,normal,HPC_2k,2005-01-04 06:37:07.000
992,39995,node-15,node,temperature,1104762876,1,ambient=27,E2,ambient=<*>,0,normal,HPC_2k,2005-01-03 20:04:36.000
993,39888,gige7,gige,temperature,1104751375,1,normal,E31,normal,0,normal,HPC_2k,2005-01-03 16:52:55.000
994,42364,gige7,gige,temperature,1105072680,1,normal,E31,normal,0,normal,HPC_2k,2005-01-07 10:08:00.000
995,42511,gige7,gige,temperature,1105117680,1,warning,E46,warning,0,normal,HPC_2k,2005-01-07 22:38:00.000
996,43144,gige3,gige,temperature,1105251135,1,warning,E46,warning,0,normal,HPC_2k,2005-01-09 11:42:15.000
997,45189,gige3,gige,temperature,1105867047,1,normal,E31,normal,0,normal,HPC_2k,2005-01-16 14:47:27.000
998,45076,gige4,gige,temperature,1105824253,1,normal,E31,normal,0,normal,HPC_2k,2005-01-16 02:54:13.000
999,45043,gige6,gige,temperature,1105811893,1,normal,E31,normal,0,normal,HPC_2k,2005-01-15 23:28:13.000
1000,44937,gige7,gige,temperature,1105776193,1,warning,E46,warning,0,normal,HPC_2k,2005-01-15 13:33:13.000
1001,44619,gige3,gige,temperature,1105687639,1,warning,E46,warning,0,normal,HPC_2k,2005-01-14 12:57:19.000
1002,44539,gige6,gige,temperature,1105655293,1,warning,E46,warning,0,normal,HPC_2k,2005-01-14 03:58:13.000
1003,44491,gige7,gige,temperature,1105642092,1,warning,E46,warning,0,normal,HPC_2k,2005-01-14 00:18:12.000
1004,44457,gige3,gige,temperature,1105639339,1,normal,E31,normal,0,normal,HPC_2k,2005-01-13 23:32:19.000
1005,44219,gige7,gige,temperature,1105558990,1,warning,E46,warning,0,normal,HPC_2k,2005-01-13 01:13:10.000
1006,44095,gige7,gige,temperature,1105522389,1,normal,E31,normal,0,normal,HPC_2k,2005-01-12 15:03:09.000
1007,44021,gige6,gige,temperature,1105496889,1,warning,E46,warning,0,normal,HPC_2k,2005-01-12 07:58:09.000
1008,49162,node-8,node,temperature,1106245773,1,ambient=27,E2,ambient=<*>,0,normal,HPC_2k,2005-01-20 23:59:33.000
1009,50839,gige6,gige,temperature,1106288603,1,normal,E31,normal,0,normal,HPC_2k,2005-01-21 11:53:23.000
1010,50947,gige6,gige,temperature,1106322803,1,normal,E31,normal,0,normal,HPC_2k,2005-01-21 21:23:23.000
1011,50987,gige7,gige,temperature,1106341403,1,warning,E46,warning,0,normal,HPC_2k,2005-01-22 02:33:23.000
1012,52888,gige6,gige,temperature,1107017268,1,normal,E31,normal,0,normal,HPC_2k,2005-01-29 22:17:48.000
1013,52599,gige7,gige,temperature,1106920116,1,normal,E31,normal,0,normal,HPC_2k,2005-01-28 19:18:36.000
1014,52488,gige7,gige,temperature,1106877516,1,warning,E46,warning,0,normal,HPC_2k,2005-01-28 07:28:36.000
1015,52025,gige7,gige,temperature,1106737711,1,warning,E46,warning,0,normal,HPC_2k,2005-01-26 16:38:31.000
1016,51902,gige7,gige,temperature,1106700511,1,warning,E46,warning,0,normal,HPC_2k,2005-01-26 06:18:31.000
1017,51800,gige7,gige,temperature,1106651611,1,warning,E46,warning,0,normal,HPC_2k,2005-01-25 16:43:31.000
1018,51735,gige7,gige,temperature,1106624009,1,normal,E31,normal,0,normal,HPC_2k,2005-01-25 09:03:29.000
1019,51616,gige3,gige,temperature,1106579555,1,normal,E31,normal,0,normal,HPC_2k,2005-01-24 20:42:35.000
1020,55567,gige7,gige,temperature,1107627478,1,normal,E31,normal,0,normal,HPC_2k,2005-02-05 23:47:58.000
1021,55519,gige6,gige,temperature,1107611276,1,normal,E31,normal,0,normal,HPC_2k,2005-02-05 19:17:56.000
1022,53863,node-239,node,temperature,1107191073,1,ambient=26,E2,ambient=<*>,0,normal,HPC_2k,2005-01-31 22:34:33.000
1023,53651,gige6,gige,temperature,1107180771,1,normal,E31,normal,0,normal,HPC_2k,2005-01-31 19:42:51.000
1024,57305,gige7,gige,temperature,1108233484,1,normal,E31,normal,0,normal,HPC_2k,2005-02-13 00:08:04.000
1025,57066,gige3,gige,temperature,1108137117,1,normal,E31,normal,0,normal,HPC_2k,2005-02-11 21:21:57.000
1026,56448,gige7,gige,temperature,1107916085,1,normal,E31,normal,0,normal,HPC_2k,2005-02-09 07:58:05.000
1027,83640,gige6,gige,temperature,1108849993,1,normal,E31,normal,0,normal,HPC_2k,2005-02-20 03:23:13.000
1028,90019,gige6,gige,temperature,1109484216,1,warning,E46,warning,0,normal,HPC_2k,2005-02-27 11:33:36.000
1029,89824,gige4,gige,temperature,1109420069,1,critical,E15,critical,2,system_failure,HPC_2k,2005-02-26 17:44:29.000
1030,85087,gige7,gige,temperature,1109195000,1,warning,E46,warning,0,normal,HPC_2k,2005-02-24 03:13:20.000
1031,84830,gige5,gige,temperature,1109137876,1,warning,E46,warning,0,normal,HPC_2k,2005-02-23 11:21:16.000
1032,84299,gige4,gige,temperature,1109002453,1,warning,E46,warning,0,normal,HPC_2k,2005-02-21 21:44:13.000
1033,84013,gige4,gige,temperature,1108943353,1,warning,E46,warning,0,normal,HPC_2k,2005-02-21 05:19:13.000
1034,96925,node-238,node,temperature,1110105780,1,ambient=29,E2,ambient=<*>,0,normal,HPC_2k,2005-03-06 16:13:00.000
1035,96865,gige7,gige,temperature,1110104935,1,warning,E46,warning,0,normal,HPC_2k,2005-03-06 15:58:55.000
1036,96465,gige3,gige,temperature,1110065877,1,normal,E31,normal,0,normal,HPC_2k,2005-03-06 05:07:57.000
1037,92111,node-241,node,temperature,1109806620,1,ambient=28,E2,ambient=<*>,0,normal,HPC_2k,2005-03-03 05:07:00.000
1038,92085,gige2,gige,temperature,1109800311,1,normal,E31,normal,0,normal,HPC_2k,2005-03-03 03:21:51.000
1039,92043,gige3,gige,temperature,1109791669,1,normal,E31,normal,0,normal,HPC_2k,2005-03-03 00:57:49.000
1040,91595,gige5,gige,temperature,1109727101,1,normal,E31,normal,0,normal,HPC_2k,2005-03-02 07:01:41.000
1041,90705,gige3,gige,temperature,1109653662,1,warning,E46,warning,0,normal,HPC_2k,2005-03-01 10:37:42.000
1042,90242,gige7,gige,temperature,1109546914,1,normal,E31,normal,0,normal,HPC_2k,2005-02-28 04:58:34.000
1043,90216,node-241,node,temperature,1109539320,1,ambient=28,E2,ambient=<*>,0,normal,HPC_2k,2005-02-28 02:52:00.000
1044,102726,gige4,gige,temperature,1110708631,1,warning,E46,warning,0,normal,HPC_2k,2005-03-13 15:40:31.000
1045,98883,gige3,gige,temperature,1110506587,1,normal,E31,normal,0,normal,HPC_2k,2005-03-11 07:33:07.000
1046,98436,gige2,gige,temperature,1110397337,1,warning,E46,warning,0,normal,HPC_2k,2005-03-10 01:12:17.000
1047,98251,gige5,gige,temperature,1110349933,1,normal,E31,normal,0,normal,HPC_2k,2005-03-09 12:02:13.000
1048,97834,gige2,gige,temperature,1110237730,1,normal,E31,normal,0,normal,HPC_2k,2005-03-08 04:52:10.000
1049,97800,node-236,node,temperature,1110230580,1,ambient=26,E2,ambient=<*>,0,normal,HPC_2k,2005-03-08 02:53:00.000
1050,97470,gige3,gige,temperature,1110205381,1,normal,E31,normal,0,normal,HPC_2k,2005-03-07 19:53:01.000
1051,97286,gige1,gige,temperature,1110144671,1,normal,E31,normal,0,normal,HPC_2k,2005-03-07 03:01:11.000
1052,124326,gige5,gige,temperature,1111320610,1,warning,E46,warning,0,normal,HPC_2k,2005-03-20 17:40:10.000
1053,124216,gige1,gige,temperature,1111286054,1,warning,E46,warning,0,normal,HPC_2k,2005-03-20 08:04:14.000
1054,124170,gige1,gige,temperature,1111273753,1,warning,E46,warning,0,normal,HPC_2k,2005-03-20 04:39:13.000
1055,124124,gige3,gige,temperature,1111258570,1,warning,E46,warning,0,normal,HPC_2k,2005-03-20 00:26:10.000
1056,118270,gige2,gige,temperature,1111182908,1,normal,E31,normal,0,normal,HPC_2k,2005-03-19 03:25:08.000
1057,118228,gige2,gige,temperature,1111173008,1,warning,E46,warning,0,normal,HPC_2k,2005-03-19 00:40:08.000
1058,111952,node-97,node,temperature,1111072025,1,ambient=35,E2,ambient=<*>,0,normal,HPC_2k,2005-03-17 20:37:05.000
1059,126122,node-232,node,temperature,1111798051,1,ambient=33,E2,ambient=<*>,0,normal,HPC_2k,2005-03-26 06:17:31.000
1060,126093,node-135,node,temperature,1111797870,1,ambient=32,E2,ambient=<*>,0,normal,HPC_2k,2005-03-26 06:14:30.000
1061,126054,node-141,node,temperature,1111797510,1,ambient=31,E2,ambient=<*>,0,normal,HPC_2k,2005-03-26 06:08:30.000
1062,126049,node-242,node,temperature,1111797480,1,ambient=31,E2,ambient=<*>,0,normal,HPC_2k,2005-03-26 06:08:00.000
1063,125920,gige7,gige,temperature,1111792040,1,critical,E15,critical,2,system_failure,HPC_2k,2005-03-26 04:37:20.000
1064,125729,gige5,gige,temperature,1111693818,1,warning,E46,warning,0,normal,HPC_2k,2005-03-25 01:20:18.000
1065,125532,gige5,gige,temperature,1111613118,1,warning,E46,warning,0,normal,HPC_2k,2005-03-24 02:55:18.000
1066,124948,gige2,gige,temperature,1111488013,1,normal,E31,normal,0,normal,HPC_2k,2005-03-22 16:10:13.000
1067,124947,gige2,gige,temperature,1111487713,1,warning,E46,warning,0,normal,HPC_2k,2005-03-22 16:05:13.000
1068,124701,gige1,gige,temperature,1111438759,1,warning,E46,warning,0,normal,HPC_2k,2005-03-22 02:29:19.000
1069,124625,gige5,gige,temperature,1111413911,1,warning,E46,warning,0,normal,HPC_2k,2005-03-21 19:35:11.000
1070,141025,node-113,node,temperature,1112395021,1,ambient=27,E2,ambient=<*>,0,normal,HPC_2k,2005-04-02 04:07:01.000
1071,140533,gige5,gige,temperature,1112280080,1,normal,E31,normal,0,normal,HPC_2k,2005-03-31 20:11:20.000
1072,139872,node-93,node,temperature,1112115481,1,ambient=33,E2,ambient=<*>,0,normal,HPC_2k,2005-03-29 22:28:01.000
1073,138597,gige6,gige,temperature,1111943595,1,normal,E31,normal,0,normal,HPC_2k,2005-03-27 22:43:15.000
1074,138555,gige6,gige,temperature,1111928595,1,normal,E31,normal,0,normal,HPC_2k,2005-03-27 18:33:15.000
1075,147904,gige6,gige,temperature,1112888964,1,normal,E31,normal,0,normal,HPC_2k,2005-04-07 21:19:24.000
1076,147779,gige7,gige,temperature,1112816360,1,warning,E46,warning,0,normal,HPC_2k,2005-04-07 01:09:20.000
1077,147517,node-70,node,temperature,1112734890,1,ambient=32,E2,ambient=<*>,0,normal,HPC_2k,2005-04-06 02:31:30.000
1078,147327,gige5,gige,temperature,1112704897,1,warning,E46,warning,0,normal,HPC_2k,2005-04-05 18:11:37.000
1079,147280,node-238,node,temperature,1112688811,1,ambient=30,E2,ambient=<*>,0,normal,HPC_2k,2005-04-05 13:43:31.000
1080,147279,gige3,gige,temperature,1112688738,1,normal,E31,normal,0,normal,HPC_2k,2005-04-05 13:42:18.000
1081,146876,gige5,gige,temperature,1112544988,1,warning,E46,warning,0,normal,HPC_2k,2005-04-03 21:46:28.000
1082,159193,gige6,gige,temperature,1113645796,1,warning,E46,warning,0,normal,HPC_2k,2005-04-16 15:33:16.000
1083,155760,gige5,gige,temperature,1113610268,1,warning,E46,warning,0,normal,HPC_2k,2005-04-16 05:41:08.000
1084,155652,gige7,gige,temperature,1113559395,1,normal,E31,normal,0,normal,HPC_2k,2005-04-15 15:33:15.000
1085,155643,gige7,gige,temperature,1113554594,1,critical,E15,critical,2,system_failure,HPC_2k,2005-04-15 14:13:14.000
1086,155613,gige4,gige,temperature,1113543556,1,warning,E46,warning,0,normal,HPC_2k,2005-04-15 11:09:16.000
1087,155522,gige5,gige,temperature,1113509172,1,warning,E46,warning,0,normal,HPC_2k,2005-04-15 01:36:12.000
1088,155332,gige5,gige,temperature,1113456065,1,warning,E46,warning,0,normal,HPC_2k,2005-04-14 10:51:05.000
1089,155294,gige7,gige,temperature,1113442992,1,critical,E15,critical,2,system_failure,HPC_2k,2005-04-14 07:13:12.000
1090,155289,node-139,node,temperature,1113441604,1,ambient=34,E2,ambient=<*>,0,normal,HPC_2k,2005-04-14 06:50:04.000
1091,154200,gige2,gige,temperature,1113298318,1,warning,E46,warning,0,normal,HPC_2k,2005-04-12 15:01:58.000
1092,153760,node-236,node,temperature,1113250590,1,ambient=27,E2,ambient=<*>,0,normal,HPC_2k,2005-04-12 01:46:30.000
1093,153488,gige6,gige,temperature,1113144874,1,normal,E31,normal,0,normal,HPC_2k,2005-04-10 20:24:34.000
1094,153474,gige4,gige,temperature,1113137369,1,warning,E46,warning,0,normal,HPC_2k,2005-04-10 18:19:29.000
1095,166381,node-215,node,temperature,1114096282,1,ambient=23,E2,ambient=<*>,0,normal,HPC_2k,2005-04-21 20:41:22.000
1096,169704,gige4,gige,temperature,1114120157,1,normal,E31,normal,0,normal,HPC_2k,2005-04-22 03:19:17.000
1097,176320,gige7,gige,temperature,1114274309,1,warning,E46,warning,0,normal,HPC_2k,2005-04-23 22:08:29.000
1098,183966,gige6,gige,temperature,1114918724,1,normal,E31,normal,0,normal,HPC_2k,2005-05-01 09:08:44.000
1099,179416,node-244,node,temperature,1114763670,1,ambient=29,E2,ambient=<*>,0,normal,HPC_2k,2005-04-29 14:04:30.000
1100,179410,gige4,gige,temperature,1114762773,1,normal,E31,normal,0,normal,HPC_2k,2005-04-29 13:49:33.000
1101,178946,node-114,node,temperature,1114669020,1,ambient=28,E2,ambient=<*>,0,normal,HPC_2k,2005-04-28 11:47:00.000
1102,178846,node-241,node,temperature,1114642410,1,ambient=26,E2,ambient=<*>,0,normal,HPC_2k,2005-04-28 04:23:30.000
1103,177386,gige6,gige,temperature,1114545212,1,normal,E31,normal,0,normal,HPC_2k,2005-04-27 01:23:32.000
1104,177118,node-243,node,temperature,1114465230,1,ambient=28,E2,ambient=<*>,0,normal,HPC_2k,2005-04-26 03:10:30.000
1105,189804,node-240,node,temperature,1115511240,1,ambient=25,E2,ambient=<*>,0,normal,HPC_2k,2005-05-08 05:44:00.000
1106,185349,node-86,node,temperature,1115269410,1,ambient=24,E2,ambient=<*>,0,normal,HPC_2k,2005-05-05 10:33:30.000
1107,185020,gige4,gige,temperature,1115247878,1,warning,E46,warning,0,normal,HPC_2k,2005-05-05 04:34:38.000
1108,190782,node-255,node,temperature,1116036905,1,ambient=34,E2,ambient=<*>,0,normal,HPC_2k,2005-05-14 07:45:05.000
1109,190669,node-166,node,temperature,1116014551,1,ambient=31,E2,ambient=<*>,0,normal,HPC_2k,2005-05-14 01:32:31.000
1110,190500,gige7,gige,temperature,1115931540,1,critical,E15,critical,2,system_failure,HPC_2k,2005-05-13 02:29:00.000
1111,190419,gige5,gige,temperature,1115894507,1,normal,E31,normal,0,normal,HPC_2k,2005-05-12 16:11:47.000
1112,205135,node-67,node,temperature,1116531298,1,ambient=28,E2,ambient=<*>,0,normal,HPC_2k,2005-05-20 01:04:58.000
1113,207216,node-80,node,temperature,1116538204,1,ambient=30,E2,ambient=<*>,0,normal,HPC_2k,2005-05-20 03:00:04.000
1114,207240,node-189,node,temperature,1116538205,1,ambient=33,E2,ambient=<*>,0,normal,HPC_2k,2005-05-20 03:00:05.000
1115,207254,node-54,node,temperature,1116538205,1,ambient=31,E2,ambient=<*>,0,normal,HPC_2k,2005-05-20 03:00:05.000
1116,207333,node-198,node,temperature,1116539762,1,ambient=31,E2,ambient=<*>,0,normal,HPC_2k,2005-05-20 03:26:02.000
1117,207349,node-55,node,temperature,1116539787,1,ambient=33,E2,ambient=<*>,0,normal,HPC_2k,2005-05-20 03:26:27.000
1118,209931,node-176,node,temperature,1116601733,1,ambient=32,E2,ambient=<*>,0,normal,HPC_2k,2005-05-20 20:38:53.000
1119,210653,node-223,node,temperature,1116602075,1,ambient=27,E2,ambient=<*>,0,normal,HPC_2k,2005-05-20 20:44:35.000
1120,213496,node-75,node,temperature,1116612015,1,ambient=29,E2,ambient=<*>,0,normal,HPC_2k,2005-05-20 23:30:15.000
1121,217083,gige7,gige,temperature,1116640501,1,warning,E46,warning,0,normal,HPC_2k,2005-05-21 07:25:01.000
1122,217146,gige7,gige,temperature,1116685205,1,critical,E15,critical,2,system_failure,HPC_2k,2005-05-21 19:50:05.000
1123,218807,gige6,gige,temperature,1117170619,1,normal,E31,normal,0,normal,HPC_2k,2005-05-27 10:40:19.000
1124,218381,gige7,gige,temperature,1117120516,1,warning,E46,warning,0,normal,HPC_2k,2005-05-26 20:45:16.000
1125,218172,gige7,gige,temperature,1117044015,1,normal,E31,normal,0,normal,HPC_2k,2005-05-25 23:30:15.000
1126,217921,gige7,gige,temperature,1116963312,1,warning,E46,warning,0,normal,HPC_2k,2005-05-25 01:05:12.000
1127,217384,gige6,gige,temperature,1116789307,1,normal,E31,normal,0,normal,HPC_2k,2005-05-23 00:45:07.000
1128,217344,gige6,gige,temperature,1116771007,1,normal,E31,normal,0,normal,HPC_2k,2005-05-22 19:40:07.000
1129,231230,gige4,gige,temperature,1117581672,1,normal,E31,normal,0,normal,HPC_2k,2005-06-01 04:51:12.000
1130,230781,gige7,gige,temperature,1117520719,1,normal,E31,normal,0,normal,HPC_2k,2005-05-31 11:55:19.000
1131,230496,gige6,gige,temperature,1117489521,1,warning,E46,warning,0,normal,HPC_2k,2005-05-31 03:15:21.000
1132,241069,gige4,gige,temperature,1118461882,1,normal,E31,normal,0,normal,HPC_2k,2005-06-11 09:21:22.000
1133,241019,gige6,gige,temperature,1118436040,1,normal,E31,normal,0,normal,HPC_2k,2005-06-11 02:10:40.000
1134,240873,gige7,gige,temperature,1118360437,1,normal,E31,normal,0,normal,HPC_2k,2005-06-10 05:10:37.000
1135,240782,gige6,gige,temperature,1118295037,1,normal,E31,normal,0,normal,HPC_2k,2005-06-09 11:00:37.000
1136,240702,gige6,gige,temperature,1118280037,1,warning,E46,warning,0,normal,HPC_2k,2005-06-09 06:50:37.000
1137,240641,gige7,gige,temperature,1118270735,1,normal,E31,normal,0,normal,HPC_2k,2005-06-09 04:15:35.000
1138,240511,gige6,gige,temperature,1118186737,1,normal,E31,normal,0,normal,HPC_2k,2005-06-08 04:55:37.000
1139,240399,gige7,gige,temperature,1118112635,1,normal,E31,normal,0,normal,HPC_2k,2005-06-07 08:20:35.000
1140,257180,gige6,gige,temperature,1119070315,1,warning,E46,warning,0,normal,HPC_2k,2005-06-18 10:21:55.000
1141,262646,gige4,gige,temperature,1119093476,1,normal,E31,normal,0,normal,HPC_2k,2005-06-18 16:47:56.000
1142,272910,gige3,gige,temperature,1119744967,1,warning,E46,warning,0,normal,HPC_2k,2005-06-26 05:46:07.000
1143,272853,gige7,gige,temperature,1119710825,1,critical,E15,critical,2,system_failure,HPC_2k,2005-06-25 20:17:05.000
1144,269486,gige7,gige,temperature,1119658625,1,normal,E31,normal,0,normal,HPC_2k,2005-06-25 05:47:05.000
1145,269014,gige7,gige,temperature,1119541023,1,warning,E46,warning,0,normal,HPC_2k,2005-06-23 21:07:03.000
1146,281216,gige3,gige,temperature,1120354574,1,warning,E46,warning,0,normal,HPC_2k,2005-07-03 07:06:14.000
1147,281126,gige3,gige,temperature,1120304472,1,warning,E46,warning,0,normal,HPC_2k,2005-07-02 17:11:12.000
1148,277688,gige7,gige,temperature,1120225336,1,critical,E15,critical,2,system_failure,HPC_2k,2005-07-01 19:12:16.000
1149,277575,gige7,gige,temperature,1120164132,1,warning,E46,warning,0,normal,HPC_2k,2005-07-01 02:12:12.000
1150,277041,gige3,gige,temperature,1119985870,1,normal,E31,normal,0,normal,HPC_2k,2005-06-29 00:41:10.000
1151,277038,gige4,gige,temperature,1119984490,1,warning,E46,warning,0,normal,HPC_2k,2005-06-29 00:18:10.000
1152,276977,node-212,node,temperature,1119972360,1,ambient=25,E2,ambient=<*>,0,normal,HPC_2k,2005-06-28 20:56:00.000
1153,276947,gige6,gige,temperature,1119966728,1,warning,E46,warning,0,normal,HPC_2k,2005-06-28 19:22:08.000
1154,276921,gige6,gige,temperature,1119953528,1,warning,E46,warning,0,normal,HPC_2k,2005-06-28 15:42:08.000
1155,276353,gige3,gige,temperature,1119836470,1,warning,E46,warning,0,normal,HPC_2k,2005-06-27 07:11:10.000
1156,285669,node-120,node,temperature,1120882920,1,ambient=28,E2,ambient=<*>,0,normal,HPC_2k,2005-07-09 09:52:00.000
1157,285349,node-95,node,temperature,1120807232,1,ambient=33,E2,ambient=<*>,0,normal,HPC_2k,2005-07-08 12:50:32.000
1158,285294,node-95,node,temperature,1120784281,1,ambient=33,E2,ambient=<*>,0,normal,HPC_2k,2005-07-08 06:28:01.000
1159,285232,node-90,node,temperature,1120765771,1,ambient=36,E2,ambient=<*>,0,normal,HPC_2k,2005-07-08 01:19:31.000
1160,284710,node-161,node,temperature,1120680847,1,ambient=36,E2,ambient=<*>,0,normal,HPC_2k,2005-07-07 01:44:07.000
1161,284566,node-116,node,temperature,1120659780,1,ambient=28,E2,ambient=<*>,0,normal,HPC_2k,2005-07-06 19:53:00.000
1162,284160,gige7,gige,temperature,1120556837,1,warning,E46,warning,0,normal,HPC_2k,2005-07-05 15:17:17.000
1163,290254,gige7,gige,temperature,1121400147,1,critical,E15,critical,2,system_failure,HPC_2k,2005-07-15 09:32:27.000
1164,290139,node-159,node,temperature,1121375430,1,ambient=35,E2,ambient=<*>,0,normal,HPC_2k,2005-07-15 02:40:30.000
1165,289970,gige6,gige,temperature,1121318857,1,normal,E31,normal,0,normal,HPC_2k,2005-07-14 10:57:37.000
1166,289193,gige3,gige,temperature,1121126193,1,warning,E46,warning,0,normal,HPC_2k,2005-07-12 05:26:33.000
1167,289181,node-218,node,temperature,1121124240,1,ambient=29,E2,ambient=<*>,0,normal,HPC_2k,2005-07-12 04:54:00.000
1168,288975,gige6,gige,temperature,1121048549,1,warning,E46,warning,0,normal,HPC_2k,2005-07-11 07:52:29.000
1169,288882,gige6,gige,temperature,1121010147,1,warning,E46,warning,0,normal,HPC_2k,2005-07-10 21:12:27.000
1170,307487,gige4,gige,temperature,1122195175,1,warning,E46,warning,0,normal,HPC_2k,2005-07-24 14:22:55.000
1171,318114,gige4,gige,temperature,1122807481,1,warning,E46,warning,0,normal,HPC_2k,2005-07-31 16:28:01.000
1172,317892,gige4,gige,temperature,1122755580,1,normal,E31,normal,0,normal,HPC_2k,2005-07-31 02:03:00.000
1173,314014,node-228,node,temperature,1122565110,1,ambient=25,E2,ambient=<*>,0,normal,HPC_2k,2005-07-28 21:08:30.000
1174,313879,gige6,gige,temperature,1122529625,1,normal,E31,normal,0,normal,HPC_2k,2005-07-28 11:17:05.000
1175,313753,gige7,gige,temperature,1122502623,1,normal,E31,normal,0,normal,HPC_2k,2005-07-28 03:47:03.000
1176,313234,node-133,node,temperature,1122335162,1,ambient=34,E2,ambient=<*>,0,normal,HPC_2k,2005-07-26 05:16:02.000
1177,313169,node-176,node,temperature,1122334380,1,ambient=35,E2,ambient=<*>,0,normal,HPC_2k,2005-07-26 05:03:00.000
1178,312853,node-12,node,temperature,1122319890,1,ambient=36,E2,ambient=<*>,0,normal,HPC_2k,2005-07-26 01:01:30.000
1179,312821,node-23,node,temperature,1122317820,1,ambient=35,E2,ambient=<*>,0,normal,HPC_2k,2005-07-26 00:27:00.000
1180,312505,gige7,gige,temperature,1122289618,1,warning,E46,warning,0,normal,HPC_2k,2005-07-25 16:36:58.000
1181,323620,gige3,gige,temperature,1123303567,1,warning,E46,warning,0,normal,HPC_2k,2005-08-06 10:16:07.000
1182,323469,gige7,gige,temperature,1123268232,1,warning,E46,warning,0,normal,HPC_2k,2005-08-06 00:27:12.000
1183,322167,gige7,gige,temperature,1123098731,1,warning,E46,warning,0,normal,HPC_2k,2005-08-04 01:22:11.000
1184,322105,gige4,gige,temperature,1123054982,1,normal,E31,normal,0,normal,HPC_2k,2005-08-03 13:13:02.000
1185,322072,gige6,gige,temperature,1123032131,1,warning,E46,warning,0,normal,HPC_2k,2005-08-03 06:52:11.000
1186,321663,node-109,node,temperature,1122928071,1,ambient=27,E2,ambient=<*>,0,normal,HPC_2k,2005-08-02 01:57:51.000
1187,321485,gige4,gige,temperature,1122862981,1,warning,E46,warning,0,normal,HPC_2k,2005-08-01 07:53:01.000
1188,41,node-23,node,temperature,1123705518,1,ambient=29,E2,ambient=<*>,0,normal,HPC_2k,2005-08-11 01:55:18.000
1189,98,node-206,node,temperature,1123705544,1,ambient=26,E2,ambient=<*>,0,normal,HPC_2k,2005-08-11 01:55:44.000
1190,160,node-222,node,temperature,1123706820,1,ambient=26,E2,ambient=<*>,0,normal,HPC_2k,2005-08-11 02:17:00.000
1191,557,node-158,node,temperature,1123708507,1,ambient=30,E2,ambient=<*>,0,normal,HPC_2k,2005-08-11 02:45:07.000
1192,1091,gige3,gige,temperature,1123712436,1,warning,E46,warning,0,normal,HPC_2k,2005-08-11 03:50:36.000
1193,1574,gige6,gige,temperature,1123832800,1,normal,E31,normal,0,normal,HPC_2k,2005-08-12 13:16:40.000
1194,1674,gige7,gige,temperature,1123867002,1,warning,E46,warning,0,normal,HPC_2k,2005-08-12 22:46:42.000
1195,1755,gige7,gige,temperature,1123896401,1,normal,E31,normal,0,normal,HPC_2k,2005-08-13 06:56:41.000
1196,15077,gige7,gige,temperature,1124455610,1,normal,E31,normal,0,normal,HPC_2k,2005-08-19 18:16:50.000
1197,15135,gige4,gige,temperature,1124477566,1,warning,E46,warning,0,normal,HPC_2k,2005-08-20 00:22:46.000
