LineId,Label,Timestamp,Date,User,Month,Day,Time,Location,Component,PID,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized,timestamp_dt,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours,is_night,time_diff_seconds,log_index,logs_last_10
992,-,1131566942,2005.11.09,tbird-admin1,Nov,9,12:09:02,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:02.000,2025-11-09 12:09:02,12,6,9,11,1,1,0,0.0,991,113
993,-,1131566942,2005.11.09,tbird-admin1,Nov,9,12:09:02,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:02.000,2025-11-09 12:09:02,12,6,9,11,1,1,0,0.0,992,113
994,-,1131566943,2005.11.09,tbird-admin1,Nov,9,12:09:03,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:03.000,2025-11-09 12:09:03,12,6,9,11,1,1,0,1.0,993,113
998,-,1131566946,2005.11.09,tbird-sm1,Nov,9,12:09:06,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,0,normal,Thunderbird_2k,2025-11-09 12:09:06.000,2025-11-09 12:09:06,12,6,9,11,1,1,0,3.0,994,113
995,-,1131566946,2005.11.09,cn387,Nov,9,12:09:06,cn387/cn387,ntpd,10199.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:06.000,2025-11-09 12:09:06,12,6,9,11,1,1,0,0.0,995,113
996,-,1131566946,2005.11.09,tbird-admin1,Nov,9,12:09:06,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B3] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:06.000,2025-11-09 12:09:06,12,6,9,11,1,1,0,0.0,996,113
997,-,1131566946,2005.11.09,tbird-admin1,Nov,9,12:09:06,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:06.000,2025-11-09 12:09:06,12,6,9,11,1,1,0,0.0,997,113
999,-,1131566947,2005.11.09,cn959,Nov,9,12:09:07,cn959/cn959,ntpd,19944.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:07.000,2025-11-09 12:09:07,12,6,9,11,1,1,0,1.0,998,113
1003,-,1131566948,2005.11.09,tbird-admin1,Nov,9,12:09:08,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:08.000,2025-11-09 12:09:08,12,6,9,11,1,1,0,1.0,999,113
1002,-,1131566948,2005.11.09,cn619,Nov,9,12:09:08,cn619/cn619,ntpd,18726.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:08.000,2025-11-09 12:09:08,12,6,9,11,1,1,0,0.0,1000,113
1000,-,1131566948,2005.11.09,cn369,Nov,9,12:09:08,cn369/cn369,ntpd,10316.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:08.000,2025-11-09 12:09:08,12,6,9,11,1,1,0,0.0,1001,113
1001,-,1131566948,2005.11.09,cn499,Nov,9,12:09:08,cn499/cn499,ntpd,15380.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:08.000,2025-11-09 12:09:08,12,6,9,11,1,1,0,0.0,1002,113
1004,-,1131566949,2005.11.09,bn323,Nov,9,12:09:09,bn323/bn323,ntpd,25792.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:09.000,2025-11-09 12:09:09,12,6,9,11,1,1,0,1.0,1003,113
1005,-,1131566949,2005.11.09,tbird-admin1,Nov,9,12:09:09,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,RRD_update (/var/lib/ganglia/rrds/D Nodes/dn731/pkts_out.rrd): illegal attempt to update using time 1131563349 when last update time is 1131563349 (minimum one second step),E111,RRD_update (/var/lib/ganglia/rrds/<*>.rrd): illegal attempt to update using time <*> when last update time is <*> (minimum one second step),0,normal,Thunderbird_2k,2025-11-09 12:09:09.000,2025-11-09 12:09:09,12,6,9,11,1,1,0,0.0,1004,113
1006,-,1131566949,2005.11.09,tbird-admin1,Nov,9,12:09:09,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:09.000,2025-11-09 12:09:09,12,6,9,11,1,1,0,0.0,1005,113
1007,-,1131566950,2005.11.09,tbird-admin1,Nov,9,12:09:10,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:10.000,2025-11-09 12:09:10,12,6,9,11,1,1,0,1.0,1006,113
1008,-,1131566950,2005.11.09,tbird-sm1,Nov,9,12:09:10,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change,0,normal,Thunderbird_2k,2025-11-09 12:09:10.000,2025-11-09 12:09:10,12,6,9,11,1,1,0,0.0,1007,113
1009,-,1131566950,2005.11.09,tbird-sm1,Nov,9,12:09:10,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required,0,normal,Thunderbird_2k,2025-11-09 12:09:10.000,2025-11-09 12:09:10,12,6,9,11,1,1,0,0.0,1008,113
1010,-,1131566951,2005.11.09,cn1012,Nov,9,12:09:11,cn1012/cn1012,ntpd,19634.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:11.000,2025-11-09 12:09:11,12,6,9,11,1,1,0,1.0,1009,113
1011,-,1131566952,2005.11.09,tbird-admin1,Nov,9,12:09:12,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:12.000,2025-11-09 12:09:12,12,6,9,11,1,1,0,1.0,1010,113
1012,-,1131566953,2005.11.09,tbird-admin1,Nov,9,12:09:13,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:13.000,2025-11-09 12:09:13,12,6,9,11,1,1,0,1.0,1011,113
1013,-,1131566954,2005.11.09,tbird-admin1,Nov,9,12:09:14,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:14.000,2025-11-09 12:09:14,12,6,9,11,1,1,0,1.0,1012,113
1014,-,1131566955,2005.11.09,cn1003,Nov,9,12:09:15,cn1003/cn1003,ntpd,19441.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:15.000,2025-11-09 12:09:15,12,6,9,11,1,1,0,1.0,1013,113
1015,-,1131566956,2005.11.09,bn647,Nov,9,12:09:16,bn647/bn647,ntpd,30260.0,"synchronized to 10.100.10.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:16.000,2025-11-09 12:09:16,12,6,9,11,1,1,0,1.0,1014,113
1016,-,1131566956,2005.11.09,tbird-admin1,Nov,9,12:09:16,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:16.000,2025-11-09 12:09:16,12,6,9,11,1,1,0,0.0,1015,113
1019,-,1131566959,2005.11.09,tbird-admin1,Nov,9,12:09:19,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:19.000,2025-11-09 12:09:19,12,6,9,11,1,1,0,3.0,1016,113
1018,-,1131566959,2005.11.09,cn493,Nov,9,12:09:19,cn493/cn493,ntpd,15332.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:19.000,2025-11-09 12:09:19,12,6,9,11,1,1,0,0.0,1017,113
1017,-,1131566959,2005.11.09,bn414,Nov,9,12:09:19,bn414/bn414,ntpd,28681.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:19.000,2025-11-09 12:09:19,12,6,9,11,1,1,0,0.0,1018,113
1020,-,1131566960,2005.11.09,dn658,Nov,9,12:09:20,dn658/dn658,ntpd,32635.0,"synchronized to 10.100.26.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:20.000,2025-11-09 12:09:20,12,6,9,11,1,1,0,1.0,1019,113
1021,-,1131566960,2005.11.09,tbird-admin1,Nov,9,12:09:20,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:20.000,2025-11-09 12:09:20,12,6,9,11,1,1,0,0.0,1020,113
1022,-,1131566960,2005.11.09,tbird-admin1,Nov,9,12:09:20,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:20.000,2025-11-09 12:09:20,12,6,9,11,1,1,0,0.0,1021,113
1023,-,1131566960,2005.11.09,tbird-sm1,Nov,9,12:09:20,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,0,normal,Thunderbird_2k,2025-11-09 12:09:20.000,2025-11-09 12:09:20,12,6,9,11,1,1,0,0.0,1022,113
1024,-,1131566961,2005.11.09,cn294,Nov,9,12:09:21,cn294/cn294,ntpd,23811.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:21.000,2025-11-09 12:09:21,12,6,9,11,1,1,0,1.0,1023,113
1025,-,1131566961,2005.11.09,tbird-admin1,Nov,9,12:09:21,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:21.000,2025-11-09 12:09:21,12,6,9,11,1,1,0,0.0,1024,113
1026,-,1131566963,2005.11.09,cn178,Nov,9,12:09:23,cn178/cn178,ntpd,9824.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:23.000,2025-11-09 12:09:23,12,6,9,11,1,1,0,2.0,1025,113
1027,-,1131566963,2005.11.09,tbird-admin1,Nov,9,12:09:23,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:23.000,2025-11-09 12:09:23,12,6,9,11,1,1,0,0.0,1026,113
1028,-,1131566964,2005.11.09,cn614,Nov,9,12:09:24,cn614/cn614,ntpd,18302.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:24.000,2025-11-09 12:09:24,12,6,9,11,1,1,0,1.0,1027,113
1029,-,1131566964,2005.11.09,tbird-admin1,Nov,9,12:09:24,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:24.000,2025-11-09 12:09:24,12,6,9,11,1,1,0,0.0,1028,113
1030,-,1131566964,2005.11.09,tbird-sm1,Nov,9,12:09:24,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change,0,normal,Thunderbird_2k,2025-11-09 12:09:24.000,2025-11-09 12:09:24,12,6,9,11,1,1,0,0.0,1029,113
1031,-,1131566964,2005.11.09,tbird-sm1,Nov,9,12:09:24,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required,0,normal,Thunderbird_2k,2025-11-09 12:09:24.000,2025-11-09 12:09:24,12,6,9,11,1,1,0,0.0,1030,113
1037,-,1131566965,2005.11.09,dn527,Nov,9,12:09:25,dn527/dn527,ntpd,31301.0,"synchronized to 10.100.26.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:25.000,2025-11-09 12:09:25,12,6,9,11,1,1,0,1.0,1031,113
1036,-,1131566965,2005.11.09,dn275,Nov,9,12:09:25,dn275/dn275,ntpd,908.0,"synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:25.000,2025-11-09 12:09:25,12,6,9,11,1,1,0,0.0,1032,113
1035,-,1131566965,2005.11.09,dn176,Nov,9,12:09:25,dn176/dn176,ntpd,10748.0,"synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:25.000,2025-11-09 12:09:25,12,6,9,11,1,1,0,0.0,1033,113
1034,-,1131566965,2005.11.09,cn966,Nov,9,12:09:25,cn966/cn966,ntpd,19702.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:25.000,2025-11-09 12:09:25,12,6,9,11,1,1,0,0.0,1034,113
1033,-,1131566965,2005.11.09,cn724,Nov,9,12:09:25,cn724/cn724,ntpd,28834.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:25.000,2025-11-09 12:09:25,12,6,9,11,1,1,0,0.0,1035,113
1032,-,1131566965,2005.11.09,bn469,Nov,9,12:09:25,bn469/bn469,ntpd,29302.0,"synchronized to 10.100.10.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:25.000,2025-11-09 12:09:25,12,6,9,11,1,1,0,0.0,1036,113
1038,-,1131566967,2005.11.09,tbird-admin1,Nov,9,12:09:27,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:27.000,2025-11-09 12:09:27,12,6,9,11,1,1,0,2.0,1037,113
1039,-,1131566967,2005.11.09,tbird-admin1,Nov,9,12:09:27,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:27.000,2025-11-09 12:09:27,12,6,9,11,1,1,0,0.0,1038,113
1040,-,1131566967,2005.11.09,tbird-admin1,Nov,9,12:09:27,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:27.000,2025-11-09 12:09:27,12,6,9,11,1,1,0,0.0,1039,113
1041,-,1131566967,2005.11.09,tbird-admin1,Nov,9,12:09:27,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:27.000,2025-11-09 12:09:27,12,6,9,11,1,1,0,0.0,1040,113
1042,-,1131566967,2005.11.09,tbird-admin1,Nov,9,12:09:27,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:27.000,2025-11-09 12:09:27,12,6,9,11,1,1,0,0.0,1041,113
1044,-,1131566968,2005.11.09,cn956,Nov,9,12:09:28,cn956/cn956,ntpd,25615.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:28.000,2025-11-09 12:09:28,12,6,9,11,1,1,0,1.0,1042,113
1043,-,1131566968,2005.11.09,cn270,Nov,9,12:09:28,cn270/cn270,ntpd,11213.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:28.000,2025-11-09 12:09:28,12,6,9,11,1,1,0,0.0,1043,113
1045,-,1131566969,2005.11.09,dn313,Nov,9,12:09:29,dn313/dn313,ntpd,6261.0,"synchronized to 10.100.26.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:29.000,2025-11-09 12:09:29,12,6,9,11,1,1,0,1.0,1044,113
1046,-,1131566970,2005.11.09,tbird-admin1,Nov,9,12:09:30,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:30.000,2025-11-09 12:09:30,12,6,9,11,1,1,0,1.0,1045,113
1047,-,1131566970,2005.11.09,tbird-admin1,Nov,9,12:09:30,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:30.000,2025-11-09 12:09:30,12,6,9,11,1,1,0,0.0,1046,113
1048,-,1131566970,2005.11.09,tbird-admin1,Nov,9,12:09:30,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:30.000,2025-11-09 12:09:30,12,6,9,11,1,1,0,0.0,1047,113
1049,-,1131566971,2005.11.09,cn306,Nov,9,12:09:31,cn306/cn306,ntpd,23587.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:31.000,2025-11-09 12:09:31,12,6,9,11,1,1,0,1.0,1048,113
1053,-,1131566972,2005.11.09,tbird-admin1,Nov,9,12:09:32,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:32.000,2025-11-09 12:09:32,12,6,9,11,1,1,0,1.0,1049,113
1051,-,1131566972,2005.11.09,tbird-admin1,Nov,9,12:09:32,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:32.000,2025-11-09 12:09:32,12,6,9,11,1,1,0,0.0,1050,113
1050,-,1131566972,2005.11.09,cn310,Nov,9,12:09:32,cn310/cn310,ntpd,24087.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:32.000,2025-11-09 12:09:32,12,6,9,11,1,1,0,0.0,1051,113
1052,-,1131566972,2005.11.09,tbird-admin1,Nov,9,12:09:32,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A3] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:32.000,2025-11-09 12:09:32,12,6,9,11,1,1,0,0.0,1052,113
1054,-,1131566974,2005.11.09,tbird-admin1,Nov,9,12:09:34,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B3] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:34.000,2025-11-09 12:09:34,12,6,9,11,1,1,0,2.0,1053,113
1055,-,1131566974,2005.11.09,tbird-admin1,Nov,9,12:09:34,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:34.000,2025-11-09 12:09:34,12,6,9,11,1,1,0,0.0,1054,113
1056,-,1131566974,2005.11.09,tbird-sm1,Nov,9,12:09:34,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,0,normal,Thunderbird_2k,2025-11-09 12:09:34.000,2025-11-09 12:09:34,12,6,9,11,1,1,0,0.0,1055,113
1057,-,1131566975,2005.11.09,tbird-admin1,Nov,9,12:09:35,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:35.000,2025-11-09 12:09:35,12,6,9,11,1,1,0,1.0,1056,113
1058,-,1131566977,2005.11.09,cn733,Nov,9,12:09:37,cn733/cn733,ntpd,27716.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:37.000,2025-11-09 12:09:37,12,6,9,11,1,1,0,2.0,1057,113
1059,-,1131566978,2005.11.09,tbird-admin1,Nov,9,12:09:38,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:38.000,2025-11-09 12:09:38,12,6,9,11,1,1,0,1.0,1058,113
1060,-,1131566978,2005.11.09,tbird-sm1,Nov,9,12:09:38,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change,0,normal,Thunderbird_2k,2025-11-09 12:09:38.000,2025-11-09 12:09:38,12,6,9,11,1,1,0,0.0,1059,113
1061,-,1131566978,2005.11.09,tbird-sm1,Nov,9,12:09:38,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required,0,normal,Thunderbird_2k,2025-11-09 12:09:38.000,2025-11-09 12:09:38,12,6,9,11,1,1,0,0.0,1060,113
1062,-,1131566979,2005.11.09,cn535,Nov,9,12:09:39,cn535/cn535,ntpd,17346.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:39.000,2025-11-09 12:09:39,12,6,9,11,1,1,0,1.0,1061,113
1063,-,1131566979,2005.11.09,cn665,Nov,9,12:09:39,cn665/cn665,ntpd,23982.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:39.000,2025-11-09 12:09:39,12,6,9,11,1,1,0,0.0,1062,113
1064,-,1131566979,2005.11.09,dn895,Nov,9,12:09:39,dn895/dn895,ntpd,6105.0,"synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:09:39.000,2025-11-09 12:09:39,12,6,9,11,1,1,0,0.0,1063,113
1065,-,1131566980,2005.11.09,tbird-admin1,Nov,9,12:09:40,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:40.000,2025-11-09 12:09:40,12,6,9,11,1,1,0,1.0,1064,113
1066,-,1131566980,2005.11.09,tbird-admin1,Nov,9,12:09:40,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:09:40.000,2025-11-09 12:09:40,12,6,9,11,1,1,0,0.0,1065,113
