LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized,timestamp_dt,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours,is_night,time_diff_seconds,log_index,logs_last_10
985,Jul,9,12:16:49,combo,ftpd,23140.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:16:49.000,2025-07-09 12:16:49,12,2,9,7,0,1,0,0.0,989,18
989,Jul,9,12:16:49,combo,ftpd,23144.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:16:49.000,2025-07-09 12:16:49,12,2,9,7,0,1,0,0.0,990,18
988,Jul,9,12:16:49,combo,ftpd,23141.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:16:49.000,2025-07-09 12:16:49,12,2,9,7,0,1,0,0.0,991,18
987,Jul,9,12:16:49,combo,ftpd,23142.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:16:49.000,2025-07-09 12:16:49,12,2,9,7,0,1,0,0.0,992,18
986,Jul,9,12:16:49,combo,ftpd,23143.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:16:49.000,2025-07-09 12:16:49,12,2,9,7,0,1,0,0.0,993,18
990,Jul,9,12:16:49,combo,ftpd,23145.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:16:49.000,2025-07-09 12:16:49,12,2,9,7,0,1,0,0.0,994,18
999,Jul,9,12:16:51,combo,ftpd,23155.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:16:51.000,2025-07-09 12:16:51,12,2,9,7,0,1,0,2.0,995,18
998,Jul,9,12:16:51,combo,ftpd,23153.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:16:51.000,2025-07-09 12:16:51,12,2,9,7,0,1,0,0.0,996,18
1000,Jul,9,12:16:51,combo,ftpd,23154.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:16:51.000,2025-07-09 12:16:51,12,2,9,7,0,1,0,0.0,997,18
996,Jul,9,12:16:51,combo,ftpd,23151.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:16:51.000,2025-07-09 12:16:51,12,2,9,7,0,1,0,0.0,998,18
997,Jul,9,12:16:51,combo,ftpd,23152.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:16:51.000,2025-07-09 12:16:51,12,2,9,7,0,1,0,0.0,999,18
1001,Jul,9,12:16:52,combo,ftpd,23156.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:52 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:16:52.000,2025-07-09 12:16:52,12,2,9,7,0,1,0,1.0,1000,18
1002,Jul,9,12:16:52,combo,ftpd,23157.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:52 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:16:52.000,2025-07-09 12:16:52,12,2,9,7,0,1,0,0.0,1001,18
1020,Jul,9,12:59:44,combo,ftpd,23221.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:59:44.000,2025-07-09 12:59:44,12,2,9,7,0,1,0,2572.0,1002,23
1019,Jul,9,12:59:44,combo,ftpd,23214.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:59:44.000,2025-07-09 12:59:44,12,2,9,7,0,1,0,0.0,1003,23
1018,Jul,9,12:59:44,combo,ftpd,23220.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:59:44.000,2025-07-09 12:59:44,12,2,9,7,0,1,0,0.0,1004,23
1016,Jul,9,12:59:44,combo,ftpd,23212.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:59:44.000,2025-07-09 12:59:44,12,2,9,7,0,1,0,0.0,1005,23
1015,Jul,9,12:59:44,combo,ftpd,23213.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:59:44.000,2025-07-09 12:59:44,12,2,9,7,0,1,0,0.0,1006,23
1014,Jul,9,12:59:44,combo,ftpd,23218.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:59:44.000,2025-07-09 12:59:44,12,2,9,7,0,1,0,0.0,1007,23
1013,Jul,9,12:59:44,combo,ftpd,23210.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:59:44.000,2025-07-09 12:59:44,12,2,9,7,0,1,0,0.0,1008,23
1012,Jul,9,12:59:44,combo,ftpd,23219.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:59:44.000,2025-07-09 12:59:44,12,2,9,7,0,1,0,0.0,1009,23
1017,Jul,9,12:59:44,combo,ftpd,23211.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:59:44.000,2025-07-09 12:59:44,12,2,9,7,0,1,0,0.0,1010,23
1010,Jul,9,12:59:44,combo,ftpd,23208.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:59:44.000,2025-07-09 12:59:44,12,2,9,7,0,1,0,0.0,1011,23
1009,Jul,9,12:59:44,combo,ftpd,23207.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:59:44.000,2025-07-09 12:59:44,12,2,9,7,0,1,0,0.0,1012,23
1008,Jul,9,12:59:44,combo,ftpd,23206.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:59:44.000,2025-07-09 12:59:44,12,2,9,7,0,1,0,0.0,1013,23
1007,Jul,9,12:59:44,combo,ftpd,23217.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:59:44.000,2025-07-09 12:59:44,12,2,9,7,0,1,0,0.0,1014,23
1006,Jul,9,12:59:44,combo,ftpd,23205.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:59:44.000,2025-07-09 12:59:44,12,2,9,7,0,1,0,0.0,1015,23
1005,Jul,9,12:59:44,combo,ftpd,23215.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:59:44.000,2025-07-09 12:59:44,12,2,9,7,0,1,0,0.0,1016,23
1004,Jul,9,12:59:44,combo,ftpd,23216.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:59:44.000,2025-07-09 12:59:44,12,2,9,7,0,1,0,0.0,1017,23
1003,Jul,9,12:59:44,combo,ftpd,23204.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:59:44.000,2025-07-09 12:59:44,12,2,9,7,0,1,0,0.0,1018,23
1011,Jul,9,12:59:44,combo,ftpd,23209.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:59:44.000,2025-07-09 12:59:44,12,2,9,7,0,1,0,0.0,1019,23
1025,Jul,9,12:59:45,combo,ftpd,23226.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:59:45.000,2025-07-09 12:59:45,12,2,9,7,0,1,0,1.0,1020,23
1024,Jul,9,12:59:45,combo,ftpd,23225.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:59:45.000,2025-07-09 12:59:45,12,2,9,7,0,1,0,0.0,1021,23
1023,Jul,9,12:59:45,combo,ftpd,23224.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:59:45.000,2025-07-09 12:59:45,12,2,9,7,0,1,0,0.0,1022,23
1021,Jul,9,12:59:45,combo,ftpd,23222.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:59:45.000,2025-07-09 12:59:45,12,2,9,7,0,1,0,0.0,1023,23
1022,Jul,9,12:59:45,combo,ftpd,23223.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 12:59:45.000,2025-07-09 12:59:45,12,2,9,7,0,1,0,0.0,1024,23
1026,Jul,9,19:34:06,combo,sshd(pam_unix),23780.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-07-09 19:34:06.000,2025-07-09 19:34:06,19,2,9,7,0,0,0,23661.0,1025,10
1027,Jul,9,19:34:06,combo,sshd(pam_unix),23781.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-07-09 19:34:06.000,2025-07-09 19:34:06,19,2,9,7,0,0,0,0.0,1026,10
1028,Jul,9,19:34:06,combo,sshd(pam_unix),23784.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-07-09 19:34:06.000,2025-07-09 19:34:06,19,2,9,7,0,0,0,0.0,1027,10
1029,Jul,9,19:34:07,combo,sshd(pam_unix),23786.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-07-09 19:34:07.000,2025-07-09 19:34:07,19,2,9,7,0,0,0,1.0,1028,10
1030,Jul,9,19:34:09,combo,sshd(pam_unix),23788.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-07-09 19:34:09.000,2025-07-09 19:34:09,19,2,9,7,0,0,0,2.0,1029,10
1031,Jul,9,19:34:09,combo,sshd(pam_unix),23790.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-07-09 19:34:09.000,2025-07-09 19:34:09,19,2,9,7,0,0,0,0.0,1030,10
1032,Jul,9,19:34:10,combo,sshd(pam_unix),23792.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-07-09 19:34:10.000,2025-07-09 19:34:10,19,2,9,7,0,0,0,1.0,1031,10
1033,Jul,9,19:34:12,combo,sshd(pam_unix),23794.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-07-09 19:34:12.000,2025-07-09 19:34:12,19,2,9,7,0,0,0,2.0,1032,10
1034,Jul,9,19:34:13,combo,sshd(pam_unix),23796.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-07-09 19:34:13.000,2025-07-09 19:34:13,19,2,9,7,0,0,0,1.0,1033,10
1035,Jul,9,19:34:14,combo,sshd(pam_unix),23798.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-07-09 19:34:14.000,2025-07-09 19:34:14,19,2,9,7,0,0,0,1.0,1034,10
1036,Jul,9,22:53:19,combo,ftpd,24085.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 22:53:19.000,2025-07-09 22:53:19,22,2,9,7,0,0,0,11945.0,1035,23
1037,Jul,9,22:53:19,combo,ftpd,24088.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 22:53:19.000,2025-07-09 22:53:19,22,2,9,7,0,0,0,0.0,1036,23
1038,Jul,9,22:53:19,combo,ftpd,24087.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 22:53:19.000,2025-07-09 22:53:19,22,2,9,7,0,0,0,0.0,1037,23
1039,Jul,9,22:53:19,combo,ftpd,24089.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 22:53:19.000,2025-07-09 22:53:19,22,2,9,7,0,0,0,0.0,1038,23
1040,Jul,9,22:53:19,combo,ftpd,24090.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 22:53:19.000,2025-07-09 22:53:19,22,2,9,7,0,0,0,0.0,1039,23
1041,Jul,9,22:53:19,combo,ftpd,24091.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 22:53:19.000,2025-07-09 22:53:19,22,2,9,7,0,0,0,0.0,1040,23
1058,Jul,9,22:53:22,combo,ftpd,24073.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 22:53:22.000,2025-07-09 22:53:22,22,2,9,7,0,0,0,3.0,1041,23
1057,Jul,9,22:53:22,combo,ftpd,24082.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 22:53:22.000,2025-07-09 22:53:22,22,2,9,7,0,0,0,0.0,1042,23
1056,Jul,9,22:53:22,combo,ftpd,24083.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 22:53:22.000,2025-07-09 22:53:22,22,2,9,7,0,0,0,0.0,1043,23
1055,Jul,9,22:53:22,combo,ftpd,24070.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 22:53:22.000,2025-07-09 22:53:22,22,2,9,7,0,0,0,0.0,1044,23
1054,Jul,9,22:53:22,combo,ftpd,24084.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 22:53:22.000,2025-07-09 22:53:22,22,2,9,7,0,0,0,0.0,1045,23
1053,Jul,9,22:53:22,combo,ftpd,24080.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 22:53:22.000,2025-07-09 22:53:22,22,2,9,7,0,0,0,0.0,1046,23
1051,Jul,9,22:53:22,combo,ftpd,24075.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 22:53:22.000,2025-07-09 22:53:22,22,2,9,7,0,0,0,0.0,1047,23
1050,Jul,9,22:53:22,combo,ftpd,24076.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 22:53:22.000,2025-07-09 22:53:22,22,2,9,7,0,0,0,0.0,1048,23
1052,Jul,9,22:53:22,combo,ftpd,24078.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 22:53:22.000,2025-07-09 22:53:22,22,2,9,7,0,0,0,0.0,1049,23
1048,Jul,9,22:53:22,combo,ftpd,24079.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 22:53:22.000,2025-07-09 22:53:22,22,2,9,7,0,0,0,0.0,1050,23
1047,Jul,9,22:53:22,combo,ftpd,24074.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 22:53:22.000,2025-07-09 22:53:22,22,2,9,7,0,0,0,0.0,1051,23
1046,Jul,9,22:53:22,combo,ftpd,24069.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 22:53:22.000,2025-07-09 22:53:22,22,2,9,7,0,0,0,0.0,1052,23
1045,Jul,9,22:53:22,combo,ftpd,24086.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 22:53:22.000,2025-07-09 22:53:22,22,2,9,7,0,0,0,0.0,1053,23
1044,Jul,9,22:53:22,combo,ftpd,24077.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 22:53:22.000,2025-07-09 22:53:22,22,2,9,7,0,0,0,0.0,1054,23
1043,Jul,9,22:53:22,combo,ftpd,24071.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 22:53:22.000,2025-07-09 22:53:22,22,2,9,7,0,0,0,0.0,1055,23
1042,Jul,9,22:53:22,combo,ftpd,24081.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 22:53:22.000,2025-07-09 22:53:22,22,2,9,7,0,0,0,0.0,1056,23
1049,Jul,9,22:53:22,combo,ftpd,24072.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-09 22:53:22.000,2025-07-09 22:53:22,22,2,9,7,0,0,0,0.0,1057,23
1073,Jul,10,03:55:15,combo,ftpd,24526.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-10 03:55:15.000,2025-07-10 03:55:15,3,3,10,7,0,0,1,18113.0,1058,23
1074,Jul,10,03:55:15,combo,ftpd,24527.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-10 03:55:15.000,2025-07-10 03:55:15,3,3,10,7,0,0,1,0.0,1059,23
1075,Jul,10,03:55:15,combo,ftpd,24528.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-10 03:55:15.000,2025-07-10 03:55:15,3,3,10,7,0,0,1,0.0,1060,23
1076,Jul,10,03:55:15,combo,ftpd,24529.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-10 03:55:15.000,2025-07-10 03:55:15,3,3,10,7,0,0,1,0.0,1061,23
1080,Jul,10,03:55:15,combo,ftpd,24533.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-10 03:55:15.000,2025-07-10 03:55:15,3,3,10,7,0,0,1,0.0,1062,23
1078,Jul,10,03:55:15,combo,ftpd,24531.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-10 03:55:15.000,2025-07-10 03:55:15,3,3,10,7,0,0,1,0.0,1063,23
1079,Jul,10,03:55:15,combo,ftpd,24532.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-10 03:55:15.000,2025-07-10 03:55:15,3,3,10,7,0,0,1,0.0,1064,23
1081,Jul,10,03:55:15,combo,ftpd,24534.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-10 03:55:15.000,2025-07-10 03:55:15,3,3,10,7,0,0,1,0.0,1065,23
1072,Jul,10,03:55:15,combo,ftpd,24525.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-10 03:55:15.000,2025-07-10 03:55:15,3,3,10,7,0,0,1,0.0,1066,23
1077,Jul,10,03:55:15,combo,ftpd,24530.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-10 03:55:15.000,2025-07-10 03:55:15,3,3,10,7,0,0,1,0.0,1067,23
1071,Jul,10,03:55:15,combo,ftpd,24524.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-10 03:55:15.000,2025-07-10 03:55:15,3,3,10,7,0,0,1,0.0,1068,23
1062,Jul,10,03:55:15,combo,ftpd,24514.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-10 03:55:15.000,2025-07-10 03:55:15,3,3,10,7,0,0,1,0.0,1069,23
1069,Jul,10,03:55:15,combo,ftpd,24518.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-10 03:55:15.000,2025-07-10 03:55:15,3,3,10,7,0,0,1,0.0,1070,23
1068,Jul,10,03:55:15,combo,ftpd,24522.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-10 03:55:15.000,2025-07-10 03:55:15,3,3,10,7,0,0,1,0.0,1071,23
1067,Jul,10,03:55:15,combo,ftpd,24520.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-07-10 03:55:15.000,2025-07-10 03:55:15,3,3,10,7,0,0,1,0.0,1072,23
