LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized,timestamp_dt,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours,is_night,time_diff_seconds,log_index,logs_last_10
831,03-17,16:14:43.030,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,0,normal,Android_2k,2025-03-17 16:14:43.030,2025-03-17 16:14:43.030,16,0,17,3,0,1,0,0.216,830,422
832,03-17,16:14:43.030,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,0,normal,Android_2k,2025-03-17 16:14:43.030,2025-03-17 16:14:43.030,16,0,17,3,0,1,0,0.0,831,422
833,03-17,16:14:43.031,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",0,normal,Android_2k,2025-03-17 16:14:43.031,2025-03-17 16:14:43.031,16,0,17,3,0,1,0,0.001,832,422
834,03-17,16:14:47.846,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,0,normal,Android_2k,2025-03-17 16:14:47.846,2025-03-17 16:14:47.846,16,0,17,3,0,1,0,4.815,833,422
835,03-17,16:14:47.846,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,0,normal,Android_2k,2025-03-17 16:14:47.846,2025-03-17 16:14:47.846,16,0,17,3,0,1,0,0.0,834,422
836,03-17,16:14:47.846,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",0,normal,Android_2k,2025-03-17 16:14:47.846,2025-03-17 16:14:47.846,16,0,17,3,0,1,0,0.0,835,422
837,03-17,16:14:50.111,23650,23685,V,AudioManager,isMusicActive...,E72,isMusicActive...,0,normal,Android_2k,2025-03-17 16:14:50.111,2025-03-17 16:14:50.111,16,0,17,3,0,1,0,2.265,836,422
838,03-17,16:14:53.261,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,0,normal,Android_2k,2025-03-17 16:14:53.261,2025-03-17 16:14:53.261,16,0,17,3,0,1,0,3.15,837,422
839,03-17,16:14:53.261,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,0,normal,Android_2k,2025-03-17 16:14:53.261,2025-03-17 16:14:53.261,16,0,17,3,0,1,0,0.0,838,422
840,03-17,16:14:53.261,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",0,normal,Android_2k,2025-03-17 16:14:53.261,2025-03-17 16:14:53.261,16,0,17,3,0,1,0,0.0,839,422
841,03-17,16:14:54.045,1702,17633,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,0,normal,Android_2k,2025-03-17 16:14:54.045,2025-03-17 16:14:54.045,16,0,17,3,0,1,0,0.784,840,422
842,03-17,16:14:54.641,1702,2107,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,0,normal,Android_2k,2025-03-17 16:14:54.641,2025-03-17 16:14:54.641,16,0,17,3,0,1,0,0.596,841,422
843,03-17,16:14:55.046,1702,14638,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,0,normal,Android_2k,2025-03-17 16:14:55.046,2025-03-17 16:14:55.046,16,0,17,3,0,1,0,0.405,842,422
844,03-17,16:14:55.819,23650,23689,V,AudioManager,isMusicActive...,E72,isMusicActive...,0,normal,Android_2k,2025-03-17 16:14:55.819,2025-03-17 16:14:55.819,16,0,17,3,0,1,0,0.773,843,422
845,03-17,16:14:56.126,1702,1737,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:14:56.126,2025-03-17 16:14:56.126,16,0,17,3,0,1,0,0.307,844,422
846,03-17,16:14:56.126,1702,1737,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",E11,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",0,normal,Android_2k,2025-03-17 16:14:56.126,2025-03-17 16:14:56.126,16,0,17,3,0,1,0,0.0,845,422
847,03-17,16:14:56.326,1702,17632,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:14:56.326,2025-03-17 16:14:56.326,16,0,17,3,0,1,0,0.2,846,422
848,03-17,16:14:56.327,1702,17632,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E109,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",0,normal,Android_2k,2025-03-17 16:14:56.327,2025-03-17 16:14:56.327,16,0,17,3,0,1,0,0.001,847,422
849,03-17,16:14:56.571,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,0,normal,Android_2k,2025-03-17 16:14:56.571,2025-03-17 16:14:56.571,16,0,17,3,0,1,0,0.244,848,422
850,03-17,16:14:56.571,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,0,normal,Android_2k,2025-03-17 16:14:56.571,2025-03-17 16:14:56.571,16,0,17,3,0,1,0,0.0,849,422
851,03-17,16:14:56.571,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",0,normal,Android_2k,2025-03-17 16:14:56.571,2025-03-17 16:14:56.571,16,0,17,3,0,1,0,0.0,850,422
852,03-17,16:14:56.872,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,0,normal,Android_2k,2025-03-17 16:14:56.872,2025-03-17 16:14:56.872,16,0,17,3,0,1,0,0.301,851,422
853,03-17,16:14:56.872,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,0,normal,Android_2k,2025-03-17 16:14:56.872,2025-03-17 16:14:56.872,16,0,17,3,0,1,0,0.0,852,422
854,03-17,16:14:56.872,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",0,normal,Android_2k,2025-03-17 16:14:56.872,2025-03-17 16:14:56.872,16,0,17,3,0,1,0,0.0,853,422
855,03-17,16:15:00.001,1702,2096,I,AlarmManager,"sending alarm Alarm{c1705d3 type 3 when 509202333 PendingIntent{1749923: PendingIntentRecord{9600e20 android broadcastIntent}}},repeatInterval = 0,listenerTag =time_tick",E120,"sending alarm Alarm{<*> type <*> when <*> PendingIntent{<*>: PendingIntentRecord{<*> android broadcastIntent}}},repeatInterval = <*>,listenerTag =time_tick",0,normal,Android_2k,2025-03-17 16:15:00.001,2025-03-17 16:15:00.001,16,0,17,3,0,1,0,3.129,854,832
856,03-17,16:15:00.004,1702,2096,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:15:00.004,2025-03-17 16:15:00.004,16,0,17,3,0,1,0,0.003,855,832
857,03-17,16:15:00.004,1702,2096,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",E11,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",0,normal,Android_2k,2025-03-17 16:15:00.004,2025-03-17 16:15:00.004,16,0,17,3,0,1,0,0.0,856,832
858,03-17,16:15:00.005,1702,1702,V,AlarmManager,Received TIME_TICK alarm; rescheduling,E105,Received TIME_TICK alarm; rescheduling,0,normal,Android_2k,2025-03-17 16:15:00.005,2025-03-17 16:15:00.005,16,0,17,3,0,1,0,0.001,857,832
859,03-17,16:15:00.006,1702,1702,I,AlarmManager,scheduleTimeTickEvent triggerAtTime = 509262332,E116,scheduleTimeTickEvent triggerAtTime = <*>,0,normal,Android_2k,2025-03-17 16:15:00.006,2025-03-17 16:15:00.006,16,0,17,3,0,1,0,0.001,858,832
860,03-17,16:15:00.026,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0",E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",0,normal,Android_2k,2025-03-17 16:15:00.026,2025-03-17 16:15:00.026,16,0,17,3,0,1,0,0.02,859,832
861,03-17,16:15:00.026,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false,E157,updateDimmedActivatedHideSensitive overlap:false,0,normal,Android_2k,2025-03-17 16:15:00.026,2025-03-17 16:15:00.026,16,0,17,3,0,1,0,0.0,860,832
862,03-17,16:15:00.050,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0",E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",0,normal,Android_2k,2025-03-17 16:15:00.050,2025-03-17 16:15:00.050,16,0,17,3,0,1,0,0.024,861,832
863,03-17,16:15:00.050,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false,E157,updateDimmedActivatedHideSensitive overlap:false,0,normal,Android_2k,2025-03-17 16:15:00.050,2025-03-17 16:15:00.050,16,0,17,3,0,1,0,0.0,862,832
864,03-17,16:15:00.062,2227,2227,D,KeyguardUpdateMonitor,received broadcast android.intent.action.TIME_TICK,E104,received broadcast <*>,0,normal,Android_2k,2025-03-17 16:15:00.062,2025-03-17 16:15:00.062,16,0,17,3,0,1,0,0.012,863,832
865,03-17,16:15:00.064,2227,2227,D,KeyguardUpdateMonitor,handleTimeUpdate,E63,handleTimeUpdate,0,normal,Android_2k,2025-03-17 16:15:00.064,2025-03-17 16:15:00.064,16,0,17,3,0,1,0,0.002,864,832
866,03-17,16:15:00.099,1702,8671,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,0,normal,Android_2k,2025-03-17 16:15:00.099,2025-03-17 16:15:00.099,16,0,17,3,0,1,0,0.035,865,832
867,03-17,16:15:00.354,1702,1702,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:15:00.354,2025-03-17 16:15:00.354,16,0,17,3,0,1,0,0.255,866,832
868,03-17,16:15:00.354,1702,1702,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E109,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",0,normal,Android_2k,2025-03-17 16:15:00.354,2025-03-17 16:15:00.354,16,0,17,3,0,1,0,0.0,867,832
869,03-17,16:15:00.939,1702,2558,D,PowerManagerService,"acquire lock=134680583, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626",E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",0,normal,Android_2k,2025-03-17 16:15:00.939,2025-03-17 16:15:00.939,16,0,17,3,0,1,0,0.585,868,832
870,03-17,16:15:00.939,1702,2558,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:15:00.939,2025-03-17 16:15:00.939,16,0,17,3,0,1,0,0.0,869,832
871,03-17,16:15:00.939,1702,2558,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",E11,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",0,normal,Android_2k,2025-03-17 16:15:00.939,2025-03-17 16:15:00.939,16,0,17,3,0,1,0,0.0,870,832
872,03-17,16:15:00.967,1702,3137,I,AlarmManager,remove(PendingIntent{e4e2534: PendingIntentRecord{e204f60 com.android.phone broadcastIntent}}) changed bounds; rebatching,E110,remove(PendingIntent{<*>: PendingIntentRecord{<*> <*> broadcastIntent}}) changed bounds; rebatching,0,normal,Android_2k,2025-03-17 16:15:00.967,2025-03-17 16:15:00.967,16,0,17,3,0,1,0,0.028,871,832
873,03-17,16:15:01.142,1702,17632,D,PowerManagerService,"release:lock=134680583, flg=0x0, tag=""RILJ_ACK_WL"", name=com.android.phone"", ws=null, uid=1001, pid=2626",E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",0,normal,Android_2k,2025-03-17 16:15:01.142,2025-03-17 16:15:01.142,16,0,17,3,0,1,0,0.175,872,832
875,03-17,16:15:01.143,1702,17632,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E109,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",0,normal,Android_2k,2025-03-17 16:15:01.143,2025-03-17 16:15:01.143,16,0,17,3,0,1,0,0.001,873,832
874,03-17,16:15:01.143,1702,17632,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:15:01.143,2025-03-17 16:15:01.143,16,0,17,3,0,1,0,0.0,874,832
876,03-17,16:15:01.585,1702,1736,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,0,normal,Android_2k,2025-03-17 16:15:01.585,2025-03-17 16:15:01.585,16,0,17,3,0,1,0,0.442,875,832
877,03-17,16:15:01.805,1702,27357,D,PowerManagerService,"acquire lock=134680583, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626",E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",0,normal,Android_2k,2025-03-17 16:15:01.805,2025-03-17 16:15:01.805,16,0,17,3,0,1,0,0.22,876,832
878,03-17,16:15:01.806,1702,27357,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:15:01.806,2025-03-17 16:15:01.806,16,0,17,3,0,1,0,0.001,877,832
879,03-17,16:15:01.806,1702,27357,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",E11,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",0,normal,Android_2k,2025-03-17 16:15:01.806,2025-03-17 16:15:01.806,16,0,17,3,0,1,0,0.0,878,832
880,03-17,16:15:01.811,1702,1737,D,PowerManagerService,"acquire lock=134680583, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626",E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",0,normal,Android_2k,2025-03-17 16:15:01.811,2025-03-17 16:15:01.811,16,0,17,3,0,1,0,0.005,879,832
881,03-17,16:15:01.811,1702,1737,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:15:01.811,2025-03-17 16:15:01.811,16,0,17,3,0,1,0,0.0,880,832
882,03-17,16:15:01.815,1702,2395,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:15:01.815,2025-03-17 16:15:01.815,16,0,17,3,0,1,0,0.004,881,832
883,03-17,16:15:01.817,1702,27353,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:15:01.817,2025-03-17 16:15:01.817,16,0,17,3,0,1,0,0.002,882,832
884,03-17,16:15:01.819,1702,3694,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:15:01.819,2025-03-17 16:15:01.819,16,0,17,3,0,1,0,0.002,883,832
885,03-17,16:15:01.821,1702,2555,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:15:01.821,2025-03-17 16:15:01.821,16,0,17,3,0,1,0,0.002,884,832
886,03-17,16:15:01.866,1702,2633,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:15:01.866,2025-03-17 16:15:01.866,16,0,17,3,0,1,0,0.045,885,832
887,03-17,16:15:01.939,2626,2839,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,0,normal,Android_2k,2025-03-17 16:15:01.939,2025-03-17 16:15:01.939,16,0,17,3,0,1,0,0.073,886,832
888,03-17,16:15:01.940,2626,2839,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false,0,normal,Android_2k,2025-03-17 16:15:01.940,2025-03-17 16:15:01.940,16,0,17,3,0,1,0,0.001,887,832
890,03-17,16:15:01.994,2626,22775,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false,0,normal,Android_2k,2025-03-17 16:15:01.994,2025-03-17 16:15:01.994,16,0,17,3,0,1,0,0.054,888,832
889,03-17,16:15:01.994,2626,22775,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,0,normal,Android_2k,2025-03-17 16:15:01.994,2025-03-17 16:15:01.994,16,0,17,3,0,1,0,0.0,889,832
891,03-17,16:15:02.016,1702,2113,D,PowerManagerService,"release:lock=134680583, flg=0x0, tag=""RILJ_ACK_WL"", name=com.android.phone"", ws=null, uid=1001, pid=2626",E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",0,normal,Android_2k,2025-03-17 16:15:02.016,2025-03-17 16:15:02.016,16,0,17,3,0,1,0,0.022,890,832
892,03-17,16:15:02.017,1702,2113,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:15:02.017,2025-03-17 16:15:02.017,16,0,17,3,0,1,0,0.001,891,832
893,03-17,16:15:02.018,1702,2113,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E109,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",0,normal,Android_2k,2025-03-17 16:15:02.018,2025-03-17 16:15:02.018,16,0,17,3,0,1,0,0.001,892,832
894,03-17,16:15:02.022,3664,3807,D,TelephonyManager,getNeighboringCellInfo calling app is com.amap.android.ams,E54,getNeighboringCellInfo calling app is <*>,0,normal,Android_2k,2025-03-17 16:15:02.022,2025-03-17 16:15:02.022,16,0,17,3,0,1,0,0.004,893,832
895,03-17,16:15:02.027,2626,2643,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,0,normal,Android_2k,2025-03-17 16:15:02.027,2025-03-17 16:15:02.027,16,0,17,3,0,1,0,0.005,894,832
896,03-17,16:15:02.028,2626,2643,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false,0,normal,Android_2k,2025-03-17 16:15:02.028,2025-03-17 16:15:02.028,16,0,17,3,0,1,0,0.001,895,832
897,03-17,16:15:02.030,1702,14640,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:15:02.030,2025-03-17 16:15:02.030,16,0,17,3,0,1,0,0.002,896,832
898,03-17,16:15:02.030,1702,14640,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",E11,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",0,normal,Android_2k,2025-03-17 16:15:02.030,2025-03-17 16:15:02.030,16,0,17,3,0,1,0,0.0,897,832
899,03-17,16:15:02.043,1702,2618,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:15:02.043,2025-03-17 16:15:02.043,16,0,17,3,0,1,0,0.013,898,832
900,03-17,16:15:02.043,1702,2618,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E109,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",0,normal,Android_2k,2025-03-17 16:15:02.043,2025-03-17 16:15:02.043,16,0,17,3,0,1,0,0.0,899,832
901,03-17,16:15:02.051,2626,2808,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,0,normal,Android_2k,2025-03-17 16:15:02.051,2025-03-17 16:15:02.051,16,0,17,3,0,1,0,0.008,900,832
902,03-17,16:15:02.052,2626,2808,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false,0,normal,Android_2k,2025-03-17 16:15:02.052,2025-03-17 16:15:02.052,16,0,17,3,0,1,0,0.001,901,832
904,03-17,16:15:02.054,1702,8290,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",E11,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",0,normal,Android_2k,2025-03-17 16:15:02.054,2025-03-17 16:15:02.054,16,0,17,3,0,1,0,0.002,902,832
903,03-17,16:15:02.054,1702,8290,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:15:02.054,2025-03-17 16:15:02.054,16,0,17,3,0,1,0,0.0,903,832
906,03-17,16:15:02.064,1702,17622,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E109,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",0,normal,Android_2k,2025-03-17 16:15:02.064,2025-03-17 16:15:02.064,16,0,17,3,0,1,0,0.01,904,832
