LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized,timestamp_dt,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours,is_night,time_diff_seconds,log_index,logs_last_10
1230,Jul,5,14:03:40,calvisitor-10-105-160-226,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E120,AppleCamIn::systemWakeCall - messageType = <*>,0,normal,Mac_2k,2025-07-05 14:03:40.000,2025-07-05 14:03:40,14,5,5,7,1,1,0,1162.0,1229,2
1231,Jul,5,14:03:45,authorMacBook-Pro,corecaptured,36034,,"CCFile::captureLog Received Capture notice id: 1499288625.645942, reason = AuthFail:sts:5_rsn:0",E171,"CCFile::captureLog Received Capture notice id: <*>, reason = AuthFail:sts:<NUM>_rsn:<NUM>",1,security_anomaly,Mac_2k,2025-07-05 14:03:45.000,2025-07-05 14:03:45,14,5,5,7,1,1,0,5.0,1230,2
1232,Jul,5,14:04:12,authorMacBook-Pro,corecaptured,36034,,"CCFile::captureLog Received Capture notice id: 1499288652.126295, reason = AuthFail:sts:5_rsn:0",E171,"CCFile::captureLog Received Capture notice id: <*>, reason = AuthFail:sts:<NUM>_rsn:<NUM>",1,security_anomaly,Mac_2k,2025-07-05 14:04:12.000,2025-07-05 14:04:12,14,5,5,7,1,1,0,27.0,1231,17
1233,Jul,5,14:04:16,authorMacBook-Pro,corecaptured,36034,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,E173,CCFile::captureLogRun() Exiting CCFile::captureLogRun,0,normal,Mac_2k,2025-07-05 14:04:16.000,2025-07-05 14:04:16,14,5,5,7,1,1,0,4.0,1232,17
1234,Jul,5,14:04:19,authorMacBook-Pro,corecaptured,36034,,"CCFile::copyFile fileName is [2017-07-05_14,04,19.163834]-AirPortBrcm4360_Logs-025.txt, source path:/var/log/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/DriverLogs//[2017-07-05_14,04,19.163834]-AirPortBrcm4360_Logs-025.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2017-07-05_14,04,19.222771]=AuthFail:sts:5_rsn:0/DriverLogs//[2017-07-05_14,04,19.163834]-AirPortBrcm4360_Logs-025.txt",E174,"CCFile::copyFile fileName is [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>, source path:<*>, dest path:<*>",0,normal,Mac_2k,2025-07-05 14:04:19.000,2025-07-05 14:04:19,14,5,5,7,1,1,0,3.0,1233,17
1235,Jul,5,14:04:19,authorMacBook-Pro,corecaptured,36034,,CCFile::captureLog,E167,CCFile::captureLog,0,normal,Mac_2k,2025-07-05 14:04:19.000,2025-07-05 14:04:19,14,5,5,7,1,1,0,0.0,1234,17
1236,Jul,5,14:04:19,authorMacBook-Pro,kernel,0,,ARPT: 724786.252727: AQM agg results 0x8001 len hi/lo: 0x0 0x26 BAbitmap(0-3) 0 0 0 0,E130,ARPT: <*>.<*>: AQM agg results <*> len hi/lo: <*> <*> BAbitmap(<*>-<*>) <*>,0,normal,Mac_2k,2025-07-05 14:04:19.000,2025-07-05 14:04:19,14,5,5,7,1,1,0,0.0,1235,17
1237,Jul,5,14:04:19,authorMacBook-Pro,corecaptured,36034,,"CCFile::captureLog Received Capture notice id: 1499288659.752738, reason = AuthFail:sts:5_rsn:0",E171,"CCFile::captureLog Received Capture notice id: <*>, reason = AuthFail:sts:<NUM>_rsn:<NUM>",1,security_anomaly,Mac_2k,2025-07-05 14:04:19.000,2025-07-05 14:04:19,14,5,5,7,1,1,0,0.0,1236,17
1238,Jul,5,14:04:25,authorMacBook-Pro,corecaptured,36034,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-05_14,04,25.118445]-AirPortBrcm4360_Logs-040.txt, Current File [2017-07-05_14,04,25.118445]-AirPortBrcm4360_Logs-040.txt",E172,"CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>, Current File [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>",0,normal,Mac_2k,2025-07-05 14:04:25.000,2025-07-05 14:04:25,14,5,5,7,1,1,0,6.0,1237,17
1239,Jul,5,14:04:25,authorMacBook-Pro,corecaptured,36034,,"CCFile::copyFile fileName is [2017-07-05_14,04,25.705173]-CCIOReporter-044.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-05_14,04,25.705173]-CCIOReporter-044.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-05_14,04,25.777317]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-05_14,04,25.705173]-CCIOReporter-044.xml",E174,"CCFile::copyFile fileName is [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>, source path:<*>, dest path:<*>",0,normal,Mac_2k,2025-07-05 14:04:25.000,2025-07-05 14:04:25,14,5,5,7,1,1,0,0.0,1238,17
1240,Jul,5,14:04:26,authorMacBook-Pro,corecaptured,36034,,"doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[2017-07-05_14,04,24.831957] - AssocFail:sts:5_rsn:0.xml",E204,doSaveChannels@<*>: Will write to: <*>,1,security_anomaly,Mac_2k,2025-07-05 14:04:26.000,2025-07-05 14:04:26,14,5,5,7,1,1,0,1.0,1239,17
1241,Jul,5,14:04:27,authorMacBook-Pro,corecaptured,36034,,"CCFile::captureLog Received Capture notice id: 1499288667.823332, reason = AuthFail:sts:5_rsn:0",E171,"CCFile::captureLog Received Capture notice id: <*>, reason = AuthFail:sts:<NUM>_rsn:<NUM>",1,security_anomaly,Mac_2k,2025-07-05 14:04:27.000,2025-07-05 14:04:27,14,5,5,7,1,1,0,1.0,1240,17
1242,Jul,5,14:04:27,authorMacBook-Pro,corecaptured,36034,,"CCFile::captureLog Received Capture notice id: 1499288667.956536, reason = AuthFail:sts:5_rsn:0",E171,"CCFile::captureLog Received Capture notice id: <*>, reason = AuthFail:sts:<NUM>_rsn:<NUM>",1,security_anomaly,Mac_2k,2025-07-05 14:04:27.000,2025-07-05 14:04:27,14,5,5,7,1,1,0,0.0,1241,17
1243,Jul,5,14:04:32,authorMacBook-Pro,corecaptured,36034,,"CCFile::copyFile fileName is [2017-07-05_14,04,32.840703]-io80211Family-056.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-05_14,04,32.840703]-io80211Family-056.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-05_14,04,32.969558]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[2017-07-05_14,04,32.840703]-io80211Family-056.pcapng",E174,"CCFile::copyFile fileName is [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>, source path:<*>, dest path:<*>",0,normal,Mac_2k,2025-07-05 14:04:32.000,2025-07-05 14:04:32,14,5,5,7,1,1,0,5.0,1242,17
1244,Jul,5,14:04:32,authorMacBook-Pro,corecaptured,36034,,"CCFile::captureLog Received Capture notice id: 1499288672.969558, reason = AuthFail:sts:5_rsn:0",E171,"CCFile::captureLog Received Capture notice id: <*>, reason = AuthFail:sts:<NUM>_rsn:<NUM>",1,security_anomaly,Mac_2k,2025-07-05 14:04:32.000,2025-07-05 14:04:32,14,5,5,7,1,1,0,0.0,1243,17
1245,Jul,5,14:04:33,authorMacBook-Pro,corecaptured,36034,,Received Capture Event,E294,Received Capture Event,0,normal,Mac_2k,2025-07-05 14:04:33.000,2025-07-05 14:04:33,14,5,5,7,1,1,0,1.0,1244,17
1246,Jul,5,14:04:33,authorMacBook-Pro,corecaptured,36034,,"CCFile::copyFile fileName is [2017-07-05_14,04,33.660387]-io80211Family-063.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-05_14,04,33.660387]-io80211Family-063.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-05_14,04,33.736169]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[2017-07-05_14,04,33.660387]-io80211Family-063.pcapng",E174,"CCFile::copyFile fileName is [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>, source path:<*>, dest path:<*>",0,normal,Mac_2k,2025-07-05 14:04:33.000,2025-07-05 14:04:33,14,5,5,7,1,1,0,0.0,1245,17
1247,Jul,5,14:04:35,authorMacBook-Pro,corecaptured,36034,,CCFile::captureLog,E167,CCFile::captureLog,0,normal,Mac_2k,2025-07-05 14:04:35.000,2025-07-05 14:04:35,14,5,5,7,1,1,0,2.0,1246,17
1248,Jul,5,14:04:35,authorMacBook-Pro,corecaptured,36034,,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,E176,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,0,normal,Mac_2k,2025-07-05 14:04:35.000,2025-07-05 14:04:35,14,5,5,7,1,1,0,0.0,1247,17
1249,Jul,5,14:15:40,authorMacBook-Pro,configd,53,,network changed: v4(en0+:10.105.160.226) v6(en0:2607:f140:6000:8:c6b3:1ff:fecd:467f) DNS! Proxy SMB,E267,network changed: <*>(<*>:<*>) <*>(<*>) DNS! Proxy SMB,0,normal,Mac_2k,2025-07-05 14:15:40.000,2025-07-05 14:15:40,14,5,5,7,1,1,0,665.0,1248,1
1250,Jul,5,14:56:09,authorMacBook-Pro,kernel,0,,"ARPT: 724869.297011: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': 4551,",E137,"ARPT: <*>.<*>: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': <*>,",1,security_anomaly,Mac_2k,2025-07-05 14:56:09.000,2025-07-05 14:56:09,14,5,5,7,1,1,0,2429.0,1249,3
1251,Jul,5,14:56:13,authorMacBook-Pro,networkd,195,,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x8000000000000000 to 0x4,E276,nw_<*>_post_new_ifstate successfully changed NAT64 ifstate from <*> to <*>,0,normal,Mac_2k,2025-07-05 14:56:13.000,2025-07-05 14:56:13,14,5,5,7,1,1,0,4.0,1250,3
1252,Jul,5,14:56:14,authorMacBook-Pro,symptomsd,215,,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,E50,__<*>-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value <*>,0,normal,Mac_2k,2025-07-05 14:56:14.000,2025-07-05 14:56:14,14,5,5,7,1,1,0,1.0,1251,3
1253,Jul,5,15:26:36,calvisitor-10-105-162-98,kernel,0,,IOHibernatePollerOpen(0),E249,IOHibernatePollerOpen(<*>),1,system_failure,Mac_2k,2025-07-05 15:26:36.000,2025-07-05 15:26:36,15,5,5,7,1,1,0,1822.0,1252,3
1254,Jul,5,15:26:36,calvisitor-10-105-162-98,kernel,0,,"hibernate_machine_init: state 2, image pages 446175, sum was d4e6c0b2, imageSize 0x2aea6000, image1Size 0x215a4000, conflictCount 5848, nextFree 5887",E231,"hibernate_machine_init: state <*>, image pages <*>, sum was <*>, imageSize <*>, image1Size <*>, conflictCount <*>, nextFree <*>",0,normal,Mac_2k,2025-07-05 15:26:36.000,2025-07-05 15:26:36,15,5,5,7,1,1,0,0.0,1253,3
1255,Jul,5,15:26:36,calvisitor-10-105-162-98,kernel,0,,[HID] [MT] AppleMultitouchDevice::willTerminate entered,E36,[HID] [MT] AppleMultitouchDevice::willTerminate entered,0,normal,Mac_2k,2025-07-05 15:26:36.000,2025-07-05 15:26:36,15,5,5,7,1,1,0,0.0,1254,3
1256,Jul,5,15:40:14,calvisitor-10-105-162-98,kernel,0,,Bluetooth -- LE is supported - Disable LE meta event,E157,Bluetooth -- LE is supported - Disable LE meta event,1,security_anomaly,Mac_2k,2025-07-05 15:40:14.000,2025-07-05 15:40:14,15,5,5,7,1,1,0,818.0,1255,2
1257,Jul,5,15:40:14,calvisitor-10-105-162-98,BezelServices 255.10,94,,ASSERTION FAILED: dvcAddrRef != ((void *)0) -[DriverServices getDeviceAddress:] line: 2789,E155,ASSERTION FAILED: dvcAddrRef != ((void *)<*>) -[DriverServices getDeviceAddress:] line: <*>,0,normal,Mac_2k,2025-07-05 15:40:14.000,2025-07-05 15:40:14,15,5,5,7,1,1,0,0.0,1256,2
1258,Jul,5,15:55:35,calvisitor-10-105-162-98,kernel,0,,hibernate_rebuild completed - took 10042450943433 msecs,E236,hibernate_rebuild completed - took <*> msecs,0,normal,Mac_2k,2025-07-05 15:55:35.000,2025-07-05 15:55:35,15,5,5,7,1,1,0,921.0,1257,3
1259,Jul,5,15:55:35,calvisitor-10-105-162-98,kernel,0,,AppleActuatorDevice::stop Entered,E114,AppleActuatorDevice::stop Entered,0,normal,Mac_2k,2025-07-05 15:55:35.000,2025-07-05 15:55:35,15,5,5,7,1,1,0,0.0,1258,3
1260,Jul,5,15:55:35,calvisitor-10-105-162-98,kernel,0,,AppleActuatorDevice::start Entered,E113,AppleActuatorDevice::start Entered,1,performance_issue,Mac_2k,2025-07-05 15:55:35.000,2025-07-05 15:55:35,15,5,5,7,1,1,0,0.0,1259,3
1261,Jul,5,15:56:38,calvisitor-10-105-162-107,kernel,0,,ARPT: 725147.528572: AirPort_Brcm43xx::powerChange: System Sleep,E126,ARPT: <*>.<*>: AirPort_<*>::powerChange: System Sleep,0,normal,Mac_2k,2025-07-05 15:56:38.000,2025-07-05 15:56:38,15,5,5,7,1,1,0,63.0,1260,1
1262,Jul,5,16:04:10,calvisitor-10-105-162-107,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,E252,IOThunderboltSwitch<<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,0,normal,Mac_2k,2025-07-05 16:04:10.000,2025-07-05 16:04:10,16,5,5,7,1,1,0,452.0,1261,5
1263,Jul,5,16:04:10,calvisitor-10-105-162-107,kernel,0,,hibernate_page_list_setall found pageCount 488653,E233,hibernate_page_list_setall found pageCount <*>,0,normal,Mac_2k,2025-07-05 16:04:10.000,2025-07-05 16:04:10,16,5,5,7,1,1,0,0.0,1262,5
1264,Jul,5,16:04:10,calvisitor-10-105-162-107,kernel,0,,"bitmap_size 0x7f0fc, previewSize 0x4028, writing 488299 pages @ 0x97144",E156,"bitmap_size <*>, previewSize <*>, writing <*> pages @ <*>",0,normal,Mac_2k,2025-07-05 16:04:10.000,2025-07-05 16:04:10,16,5,5,7,1,1,0,0.0,1263,5
1265,Jul,5,16:04:15,authorMacBook-Pro,kernel,0,,AppleCamIn::handleWakeEvent_gated,E119,AppleCamIn::handleWakeEvent_gated,0,normal,Mac_2k,2025-07-05 16:04:15.000,2025-07-05 16:04:15,16,5,5,7,1,1,0,5.0,1264,5
1266,Jul,5,16:04:43,calvisitor-10-105-162-107,kernel,0,,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,E58,<*>::setAwdlAutoMode Resuming AWDL,0,normal,Mac_2k,2025-07-05 16:04:43.000,2025-07-05 16:04:43,16,5,5,7,1,1,0,28.0,1265,5
1267,Jul,5,16:05:05,calvisitor-10-105-162-107,kernel,0,,ARPT: 725209.960568: AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 adjlen 0x0,E129,ARPT: <*>.<*>: AQM agg params <*> maxlen hi/lo <*> <*> minlen <*> adjlen <*>,0,normal,Mac_2k,2025-07-05 16:05:05.000,2025-07-05 16:05:05,16,5,5,7,1,1,0,22.0,1266,4
1268,Jul,5,16:05:05,calvisitor-10-105-162-107,corecaptured,36091,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-05_16,05,05.078442]-io80211Family-008.pcapng, Current File [2017-07-05_16,05,05.078442]-io80211Family-008.pcapng",E172,"CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>, Current File [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>",0,normal,Mac_2k,2025-07-05 16:05:05.000,2025-07-05 16:05:05,16,5,5,7,1,1,0,0.0,1267,4
1269,Jul,5,16:05:13,calvisitor-10-105-162-107,kernel,0,,ARPT: 725218.810934: AirPort_Brcm43xx::powerChange: System Sleep,E126,ARPT: <*>.<*>: AirPort_<*>::powerChange: System Sleep,0,normal,Mac_2k,2025-07-05 16:05:13.000,2025-07-05 16:05:13,16,5,5,7,1,1,0,8.0,1268,4
1270,Jul,5,16:05:44,calvisitor-10-105-162-107,kernel,0,,[HID] [MT] AppleMultitouchDevice::willTerminate entered,E36,[HID] [MT] AppleMultitouchDevice::willTerminate entered,0,normal,Mac_2k,2025-07-05 16:05:44.000,2025-07-05 16:05:44,16,5,5,7,1,1,0,31.0,1269,4
1271,Jul,5,16:06:03,authorMacBook-Pro,corecaptured,36091,,"CCFile::captureLog Received Capture notice id: 1499295963.492254, reason = RoamFail:sts:1_rsn:1",E168,"CCFile::captureLog Received Capture notice id: <*>, reason = RoamFail:sts:<NUM>_rsn:<NUM>",0,normal,Mac_2k,2025-07-05 16:06:03.000,2025-07-05 16:06:03,16,5,5,7,1,1,0,19.0,1270,1
1272,Jul,5,16:12:50,authorMacBook-Pro,kernel,0,,"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",E61,"<*>::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",0,normal,Mac_2k,2025-07-05 16:12:50.000,2025-07-05 16:12:50,16,5,5,7,1,1,0,407.0,1271,3
1273,Jul,5,16:12:52,authorMacBook-Pro,cdpd,11807,,Saw change in network reachability (isReachable=0),E301,Saw change in network reachability (isReachable=<*>),0,normal,Mac_2k,2025-07-05 16:12:52.000,2025-07-05 16:12:52,16,5,5,7,1,1,0,2.0,1272,3
1274,Jul,5,16:12:56,authorMacBook-Pro,kernel,0,,en0: manual intervention required!,E209,en0: manual intervention required!,0,normal,Mac_2k,2025-07-05 16:12:56.000,2025-07-05 16:12:56,16,5,5,7,1,1,0,4.0,1273,3
1275,Jul,5,16:13:15,calvisitor-10-105-162-107,identityservicesd,272,,<IMMacNotificationCenterManager: 0x7ff1b2d17980>:    NC Disabled: NO,E102,<IMMacNotificationCenterManager: <*>>:    NC Disabled: NO,0,normal,Mac_2k,2025-07-05 16:13:15.000,2025-07-05 16:13:15,16,5,5,7,1,1,0,19.0,1274,2
1276,Jul,5,16:13:17,calvisitor-10-105-162-107,QQ,10018,,"DB Error: 1 ""no such table: tb_c2cMsg_2658655094""",E197,"DB Error: <*> ""no such table: tb_<*>_<*>""",0,normal,Mac_2k,2025-07-05 16:13:17.000,2025-07-05 16:13:17,16,5,5,7,1,1,0,2.0,1275,2
1277,Jul,5,16:18:06,calvisitor-10-105-162-107,GoogleSoftwareUpdateAgent,36128,,"2017-07-05 16:18:06.450 GoogleSoftwareUpdateAgent[36128/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher fetching from URL: ""https://tools.google.com/service/update2?cup2hreq=ac844e04cbb398fcef4cf81b4ffc44a3ebc863e89d19c0b5d39d02d78d26675b&cup2key=7:677488741""",E83,"<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher fetching from URL: ""<*>""",0,normal,Mac_2k,2025-07-05 16:18:06.000,2025-07-05 16:18:06,16,5,5,7,1,1,0,289.0,1276,1
1278,Jul,5,16:19:21,calvisitor-10-105-162-107,locationd,82,,"NETWORK: requery, 0, 0, 0, 0, 252, items, fQueryRetries, 0, fLastRetryTimestamp, 520989480.3",E271,"NETWORK: requery, <*>, <*>, <*>, <*>, <*>, items, fQueryRetries, <*>, fLastRetryTimestamp, <*>.<*>",0,normal,Mac_2k,2025-07-05 16:19:21.000,2025-07-05 16:19:21,16,5,5,7,1,1,0,75.0,1277,1
1280,Jul,5,16:24:29,authorMacBook-Pro,kernel,0,,ARPT: 725996.598754: framerdy 0x0 bmccmd 3 framecnt 1024,E133,ARPT: <*>.<*>: framerdy <*> bmccmd <*> framecnt <*>,0,normal,Mac_2k,2025-07-05 16:24:29.000,2025-07-05 16:24:29,16,5,5,7,1,1,0,308.0,1278,5
1281,Jul,5,16:24:29,authorMacBook-Pro,kernel,0,,ARPT: 725996.811165: AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 adjlen 0x0,E129,ARPT: <*>.<*>: AQM agg params <*> maxlen hi/lo <*> <*> minlen <*> adjlen <*>,0,normal,Mac_2k,2025-07-05 16:24:29.000,2025-07-05 16:24:29,16,5,5,7,1,1,0,0.0,1279,5
1279,Jul,5,16:24:29,authorMacBook-Pro,corecaptured,36150,,"CCFile::captureLog Received Capture notice id: 1499297069.333005, reason = AuthFail:sts:5_rsn:0",E171,"CCFile::captureLog Received Capture notice id: <*>, reason = AuthFail:sts:<NUM>_rsn:<NUM>",1,security_anomaly,Mac_2k,2025-07-05 16:24:29.000,2025-07-05 16:24:29,16,5,5,7,1,1,0,0.0,1280,5
1282,Jul,5,16:24:30,authorMacBook-Pro,corecaptured,36150,,"doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[2017-07-05_16,24,29.663045] - AuthFail:sts:5_rsn:0.xml",E204,doSaveChannels@<*>: Will write to: <*>,1,security_anomaly,Mac_2k,2025-07-05 16:24:30.000,2025-07-05 16:24:30,16,5,5,7,1,1,0,1.0,1281,5
1283,Jul,5,16:24:44,airbears2-10-142-108-38,QQ,10018,,button report: 0x8002bdf,E161,button report: <*>,0,normal,Mac_2k,2025-07-05 16:24:44.000,2025-07-05 16:24:44,16,5,5,7,1,1,0,14.0,1282,5
1284,Jul,5,16:26:28,airbears2-10-142-108-38,corecaptured,36150,,"CCLogTap::profileRemoved, Owner: com.apple.iokit.IO80211Family, Name: IO80211AWDLPeerManager",E177,"CCLogTap::profileRemoved, Owner: com.apple.iokit.<*>, Name: <*>",0,normal,Mac_2k,2025-07-05 16:26:28.000,2025-07-05 16:26:28,16,5,5,7,1,1,0,104.0,1283,1
1285,Jul,5,16:33:10,airbears2-10-142-108-38,locationd,82,,Location icon should now be in state 'Inactive',E259,Location icon should now be in state 'Inactive',0,normal,Mac_2k,2025-07-05 16:33:10.000,2025-07-05 16:33:10,16,5,5,7,1,1,0,402.0,1284,1
1286,Jul,5,16:37:58,airbears2-10-142-108-38,syslogd,44,,ASL Sender Statistics,E153,ASL Sender Statistics,1,security_anomaly,Mac_2k,2025-07-05 16:37:58.000,2025-07-05 16:37:58,16,5,5,7,1,1,0,288.0,1285,1
1287,Jul,5,16:47:16,airbears2-10-142-108-38,Safari,9852,,KeychainGetICDPStatus: keychain: -25300,E256,KeychainGetICDPStatus: keychain: <*>,1,config_error,Mac_2k,2025-07-05 16:47:16.000,2025-07-05 16:47:16,16,5,5,7,1,1,0,558.0,1286,3
1288,Jul,5,16:47:16,airbears2-10-142-108-38,Safari,9852,,KeychainGetICDPStatus: status: off,E257,KeychainGetICDPStatus: status: off,1,security_anomaly,Mac_2k,2025-07-05 16:47:16.000,2025-07-05 16:47:16,16,5,5,7,1,1,0,0.0,1287,3
1289,Jul,5,16:47:58,airbears2-10-142-108-38,locationd,82,,Location icon should now be in state 'Active',E258,Location icon should now be in state 'Active',0,normal,Mac_2k,2025-07-05 16:47:58.000,2025-07-05 16:47:58,16,5,5,7,1,1,0,42.0,1288,3
1290,Jul,5,16:58:24,airbears2-10-142-108-38,imagent,355,,<IMMacNotificationCenterManager: 0x7fdcc9d16380>: Updating enabled: NO   (Topics: ( )),E106,<IMMacNotificationCenterManager: <*>>: Updating enabled: NO   (Topics: ( )),0,normal,Mac_2k,2025-07-05 16:58:24.000,2025-07-05 16:58:24,16,5,5,7,1,1,0,626.0,1289,3
1291,Jul,5,16:58:25,airbears2-10-142-108-38,WindowServer,184,,"device_generate_lock_screen_screenshot: authw 0x7fa82502bc00(2000)[0, 0, 0, 0] shield 0x7fa823930c00(2001), dev [1440,900]",E200,"device_generate_lock_screen_screenshot: authw <*>(<*>)[<*>, <*>, <*>, <*>] shield <*>(<*>), dev [<*>,<*>]",0,normal,Mac_2k,2025-07-05 16:58:25.000,2025-07-05 16:58:25,16,5,5,7,1,1,0,1.0,1290,3
1292,Jul,5,16:58:39,airbears2-10-142-108-38,kernel,0,,ARPT: 728046.456828: wl0: setup_keepalive: Local IP: 10.142.108.38,E145,ARPT: <*>.<*>: wl0: setup_keepalive: Local IP: <*>,0,normal,Mac_2k,2025-07-05 16:58:39.000,2025-07-05 16:58:39,16,5,5,7,1,1,0,14.0,1291,3
1293,Jul,5,17:01:33,airbears2-10-142-108-38,com.apple.AddressBook.InternetAccountsBridge,36221,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 3,E203,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>,1,network_anomaly,Mac_2k,2025-07-05 17:01:33.000,2025-07-05 17:01:33,17,5,5,7,1,1,0,174.0,1292,1
1294,Jul,5,17:02:52,airbears2-10-142-108-38,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E120,AppleCamIn::systemWakeCall - messageType = <*>,0,normal,Mac_2k,2025-07-05 17:02:52.000,2025-07-05 17:02:52,17,5,5,7,1,1,0,79.0,1293,1
1295,Jul,5,17:03:07,airbears2-10-142-108-38,corecaptured,36224,,CCFile::captureLog,E167,CCFile::captureLog,0,normal,Mac_2k,2025-07-05 17:03:07.000,2025-07-05 17:03:07,17,5,5,7,1,1,0,15.0,1294,3
1297,Jul,5,17:03:12,airbears2-10-142-108-38,kernel,0,,ARPT: 728173.580149: wl0: MDNS: IPV4 Addr: 10.142.108.38,E141,ARPT: <*>.<*>: wl0: MDNS: IPV4 Addr: <*>,0,normal,Mac_2k,2025-07-05 17:03:12.000,2025-07-05 17:03:12,17,5,5,7,1,1,0,5.0,1295,3
1296,Jul,5,17:03:12,airbears2-10-142-108-38,kernel,0,,"ARPT: 728173.580097: wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10",E144,"ARPT: <*>.<*>: wl0: setup_keepalive: interval <*>, retry_interval <*>, retry_count <*>",1,security_anomaly,Mac_2k,2025-07-05 17:03:12.000,2025-07-05 17:03:12,17,5,5,7,1,1,0,0.0,1296,3
1298,Jul,5,17:16:05,authorMacBook-Pro,sandboxd,129,[36227],com.apple.Addres(36227) deny network-outbound /private/var/run/mDNSResponder,E52,<*>(<*>) deny network-outbound /private/var/run/mDNSResponder,1,security_anomaly,Mac_2k,2025-07-05 17:16:05.000,2025-07-05 17:16:05,17,5,5,7,1,1,0,773.0,1297,1
1299,Jul,5,17:22:36,authorMacBook-Pro,com.apple.WebKit.WebContent,25654,,[17:22:36.133] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,E13,[<*>:<*>:<*>.<*>] <<<< CRABS >>>> crabsFlumeHostAvailable: [<*>] Byte flume reports host available again.,0,normal,Mac_2k,2025-07-05 17:22:36.000,2025-07-05 17:22:36,17,5,5,7,1,1,0,391.0,1298,2
1300,Jul,5,17:22:56,calvisitor-10-105-163-9,configd,53,,"setting hostname to ""calvisitor-10-105-163-9.calvisitor.1918.berkeley.edu""",E311,"setting hostname to ""<*>""",0,normal,Mac_2k,2025-07-05 17:22:56.000,2025-07-05 17:22:56,17,5,5,7,1,1,0,20.0,1299,2
