LineId,Logrecord,Date,Time,Pid,Level,Component,ADDR,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized,timestamp_dt,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours,is_night,time_diff_seconds,log_index,logs_last_10
809,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:04.976,25746,INFO,nova.osapi_compute.wsgi.server,req-fe9ef402-d3b4-4d8c-8093-17b49aba2993 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2738080",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:04.976,2017-05-16 00:06:04.976,0,1,16,5,0,0,1,0.278,808,131
810,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:06.255,25746,INFO,nova.osapi_compute.wsgi.server,req-2d362d97-cb67-4511-9150-17dccfff1ffc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2728651",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:06.255,2017-05-16 00:06:06.255,0,1,16,5,0,0,1,1.279,809,131
811,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:06.529,25746,INFO,nova.osapi_compute.wsgi.server,req-83ffe6d1-b745-4902-832b-44a5e5b480d0 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2706349",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:06.529,2017-05-16 00:06:06.529,0,1,16,5,0,0,1,0.274,810,131
812,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:07.793,25746,INFO,nova.osapi_compute.wsgi.server,req-acb68414-8b02-462e-b5e0-0f35e15e1e69 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2575791",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:07.793,2017-05-16 00:06:07.793,0,1,16,5,0,0,1,1.264,811,131
813,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:08.048,25746,INFO,nova.osapi_compute.wsgi.server,req-ae221290-3f43-4590-a89a-386bf9616794 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2508280",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:08.048,2017-05-16 00:06:08.048,0,1,16,5,0,0,1,0.255,812,131
814,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:09.312,25746,INFO,nova.osapi_compute.wsgi.server,req-3db4d5f7-9334-45de-9e4f-41fb8fbe9c3a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2585869",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:09.312,2017-05-16 00:06:09.312,0,1,16,5,0,0,1,1.264,813,131
815,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:09.579,25746,INFO,nova.osapi_compute.wsgi.server,req-a0cfddf4-71b7-4e21-9fcd-ddf39b33b35d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2614942",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:09.579,2017-05-16 00:06:09.579,0,1,16,5,0,0,1,0.267,814,131
816,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:10.849,25746,INFO,nova.osapi_compute.wsgi.server,req-3bb31561-435a-48b5-806e-5ef157eab7d6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2627311",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:10.849,2017-05-16 00:06:10.849,0,1,16,5,0,0,1,1.27,815,131
817,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:11.132,25746,INFO,nova.osapi_compute.wsgi.server,req-226723dd-2517-44e1-8964-528ef2fad42f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2796719",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:11.132,2017-05-16 00:06:11.132,0,1,16,5,0,0,1,0.283,816,131
818,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:12.404,25746,INFO,nova.osapi_compute.wsgi.server,req-981d3f9b-fbb6-47e5-9c90-9d503ada7bd7 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2654428",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:12.404,2017-05-16 00:06:12.404,0,1,16,5,0,0,1,1.272,817,131
819,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:12.673,25746,INFO,nova.osapi_compute.wsgi.server,req-93aa1075-ea03-4919-a278-ebd71dd0701a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2659068",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:12.673,2017-05-16 00:06:12.673,0,1,16,5,0,0,1,0.269,818,131
820,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:13.928,25746,INFO,nova.osapi_compute.wsgi.server,req-bb1ab8b2-c10d-40e5-889d-21d7e739ad43 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2491281",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:13.928,2017-05-16 00:06:13.928,0,1,16,5,0,0,1,1.255,819,131
821,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:14.193,25746,INFO,nova.osapi_compute.wsgi.server,req-f9ac2f26-39d4-4979-982a-1d2c4baee0e2 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2600241",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:14.193,2017-05-16 00:06:14.193,0,1,16,5,0,0,1,0.265,820,131
822,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:15.172,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E34,image <*> at (<*>): checking,0,normal,OpenStack_2k,2017-05-16 00:06:15.172,2017-05-16 00:06:15.172,0,1,16,5,0,0,1,0.979,821,131
823,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:15.173,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",E35,"image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage",0,normal,OpenStack_2k,2017-05-16 00:06:15.173,2017-05-16 00:06:15.173,0,1,16,5,0,0,1,0.001,822,131
824,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:15.356,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E27,Active base files: <*>,0,normal,OpenStack_2k,2017-05-16 00:06:15.356,2017-05-16 00:06:15.356,0,1,16,5,0,0,1,0.183,823,131
825,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:15.572,25746,INFO,nova.osapi_compute.wsgi.server,req-b9fc4b7e-0550-40d7-affa-7939509a0ef2 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.3734829",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:15.572,2017-05-16 00:06:15.572,0,1,16,5,0,0,1,0.216,824,131
826,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:15.831,25746,INFO,nova.osapi_compute.wsgi.server,req-896c8e56-99d8-4dad-8eeb-cf3effe66eca 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2536900",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:15.831,2017-05-16 00:06:15.831,0,1,16,5,0,0,1,0.259,825,131
827,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:15.870,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] VM Started (Lifecycle Event),E22,[instance: <*>] VM Started (Lifecycle Event),0,normal,OpenStack_2k,2017-05-16 00:06:15.870,2017-05-16 00:06:15.870,0,1,16,5,0,0,1,0.039,826,131
828,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:15.931,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] VM Paused (Lifecycle Event),E20,[instance: <*>] VM Paused (Lifecycle Event),0,normal,OpenStack_2k,2017-05-16 00:06:15.931,2017-05-16 00:06:15.931,0,1,16,5,0,0,1,0.061,827,131
829,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:16.048,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] During sync_power_state the instance has a pending task (spawning). Skip.,E7,[instance: <*>] During sync_power_state the instance has a pending task (spawning). Skip.,0,normal,OpenStack_2k,2017-05-16 00:06:16.048,2017-05-16 00:06:16.048,0,1,16,5,0,0,1,0.117,828,131
830,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:17.111,25746,INFO,nova.osapi_compute.wsgi.server,req-1d647fe1-d879-4988-889e-d860ef5b8338 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2757139",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:17.111,2017-05-16 00:06:17.111,0,1,16,5,0,0,1,1.063,829,131
831,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:17.522,25746,INFO,nova.osapi_compute.wsgi.server,req-89a9360c-984b-4eea-b18f-619d5715cd1d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.4072108",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:17.522,2017-05-16 00:06:17.522,0,1,16,5,0,0,1,0.411,830,131
832,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:17.556,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Auditing locally available compute resources for node cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us,E28,Auditing locally available compute resources for node <*>,0,normal,OpenStack_2k,2017-05-16 00:06:17.556,2017-05-16 00:06:17.556,0,1,16,5,0,0,1,0.034,831,131
833,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:18.101,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"Total usable vcpus: 16, total allocated vcpus: 1",E41,"Total usable vcpus: <*>, total allocated vcpus: <*>",0,normal,OpenStack_2k,2017-05-16 00:06:18.101,2017-05-16 00:06:18.101,0,1,16,5,0,0,1,0.545,832,131
834,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:18.102,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Final resource view: name=cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us phys_ram=64172MB used_ram=2560MB phys_disk=15GB used_disk=20GB total_vcpus=16 used_vcpus=1 pci_stats=[],E32,Final resource view: name=<*> phys_ram=<*> used_ram=<*> phys_disk=<*> used_disk=<*> total_vcpus=<*> used_vcpus=<*> pci_stats=[],0,normal,OpenStack_2k,2017-05-16 00:06:18.102,2017-05-16 00:06:18.102,0,1,16,5,0,0,1,0.001,833,131
835,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:18.159,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Compute_service record updated for cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us:cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us,E30,Compute_service record updated for <*>,0,normal,OpenStack_2k,2017-05-16 00:06:18.159,2017-05-16 00:06:18.159,0,1,16,5,0,0,1,0.057,834,131
836,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:18.774,25746,INFO,nova.osapi_compute.wsgi.server,req-44948c02-9c44-4f95-b4dd-08d7e4df65da 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2457120",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:18.774,2017-05-16 00:06:18.774,0,1,16,5,0,0,1,0.615,835,131
837,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:19.045,25746,INFO,nova.osapi_compute.wsgi.server,req-a0e8716b-4556-4eda-8b06-0b9b11f65e74 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2657661",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:19.045,2017-05-16 00:06:19.045,0,1,16,5,0,0,1,0.271,836,131
838,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:20.134,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E34,image <*> at (<*>): checking,0,normal,OpenStack_2k,2017-05-16 00:06:20.134,2017-05-16 00:06:20.134,0,1,16,5,0,0,1,1.089,837,131
839,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:20.135,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",E35,"image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage",0,normal,OpenStack_2k,2017-05-16 00:06:20.135,2017-05-16 00:06:20.135,0,1,16,5,0,0,1,0.001,838,131
840,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:20.317,25746,INFO,nova.osapi_compute.wsgi.server,req-093db94a-7c2d-442f-be65-7f28c92b858d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2675610",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:20.317,2017-05-16 00:06:20.317,0,1,16,5,0,0,1,0.182,839,131
841,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:20.320,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E27,Active base files: <*>,0,normal,OpenStack_2k,2017-05-16 00:06:20.320,2017-05-16 00:06:20.320,0,1,16,5,0,0,1,0.003,840,131
842,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:20.576,25746,INFO,nova.osapi_compute.wsgi.server,req-7ddd7d81-0ab9-4cd7-8791-d29551028f51 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2544250",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:20.576,2017-05-16 00:06:20.576,0,1,16,5,0,0,1,0.256,841,131
843,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:21.840,25746,INFO,nova.osapi_compute.wsgi.server,req-96502cb9-998c-4726-aca3-c3de19a2c3c1 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2585871",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:21.840,2017-05-16 00:06:21.840,0,1,16,5,0,0,1,1.264,842,131
844,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:22.105,25746,INFO,nova.osapi_compute.wsgi.server,req-ce6ebea3-0123-4aae-a535-4058e0fceb0c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2613189",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:22.105,2017-05-16 00:06:22.105,0,1,16,5,0,0,1,0.265,843,131
845,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:22.540,25743,INFO,nova.api.openstack.compute.server_external_events,req-5825bf9a-4201-4b20-a68a-f3a7e1addf40 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,Creating event network-vif-plugged:8b683414-2896-4251-aa05-980752c9b9b3 for instance fecdd5a9-3ca0-4c82-9336-63b7774f738e,E31,Creating event network-vif-plugged:<*>-<*>-<*>-<*>-<*> for instance <*>,0,normal,OpenStack_2k,2017-05-16 00:06:22.540,2017-05-16 00:06:22.540,0,1,16,5,0,0,1,0.435,844,131
846,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:22.547,25743,INFO,nova.osapi_compute.wsgi.server,req-5825bf9a-4201-4b20-a68a-f3a7e1addf40 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 200 len: 380 time: 0.0999198",E26,"<*> ""POST <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:22.547,2017-05-16 00:06:22.547,0,1,16,5,0,0,1,0.007,845,131
847,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:22.558,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] VM Resumed (Lifecycle Event),E21,[instance: <*>] VM Resumed (Lifecycle Event),0,normal,OpenStack_2k,2017-05-16 00:06:22.558,2017-05-16 00:06:22.558,0,1,16,5,0,0,1,0.011,846,131
848,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:22.565,2931,INFO,nova.virt.libvirt.driver,-,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Instance spawned successfully.,E9,[instance: <*>] Instance spawned successfully.,0,normal,OpenStack_2k,2017-05-16 00:06:22.565,2017-05-16 00:06:22.565,0,1,16,5,0,0,1,0.007,847,131
849,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:22.566,2931,INFO,nova.compute.manager,req-1162e278-3bf2-4b32-93b5-9c7ec218365e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Took 20.32 seconds to spawn the instance on the hypervisor.,E15,[instance: <*>] Took <*>.<*> seconds to spawn the instance on the hypervisor.,0,normal,OpenStack_2k,2017-05-16 00:06:22.566,2017-05-16 00:06:22.566,0,1,16,5,0,0,1,0.001,848,131
850,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:22.689,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] During sync_power_state the instance has a pending task (spawning). Skip.,E7,[instance: <*>] During sync_power_state the instance has a pending task (spawning). Skip.,0,normal,OpenStack_2k,2017-05-16 00:06:22.689,2017-05-16 00:06:22.689,0,1,16,5,0,0,1,0.123,849,131
851,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:22.690,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] VM Resumed (Lifecycle Event),E21,[instance: <*>] VM Resumed (Lifecycle Event),0,normal,OpenStack_2k,2017-05-16 00:06:22.690,2017-05-16 00:06:22.690,0,1,16,5,0,0,1,0.001,850,131
852,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:22.709,2931,INFO,nova.compute.manager,req-1162e278-3bf2-4b32-93b5-9c7ec218365e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Took 21.11 seconds to build instance.,E12,[instance: <*>] Took <*>.<*> seconds to build instance.,0,normal,OpenStack_2k,2017-05-16 00:06:22.709,2017-05-16 00:06:22.709,0,1,16,5,0,0,1,0.019,851,131
853,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:23.372,25746,INFO,nova.osapi_compute.wsgi.server,req-d30bc321-f408-400a-9c25-4425620164a0 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2625270",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:23.372,2017-05-16 00:06:23.372,0,1,16,5,0,0,1,0.663,852,131
854,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:23.638,25746,INFO,nova.osapi_compute.wsgi.server,req-dfef2312-3d98-4d1a-bbb9-65069ce80588 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2610891",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:06:23.638,2017-05-16 00:06:23.638,0,1,16,5,0,0,1,0.266,853,131
855,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:25.372,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E34,image <*> at (<*>): checking,0,normal,OpenStack_2k,2017-05-16 00:06:25.372,2017-05-16 00:06:25.372,0,1,16,5,0,0,1,1.734,854,131
